Genotype	Batch	slot	value	n_flies	signal	zt	nb	n	label
"CS"	"Batch27_DGRP"	12	0.421379310344828	29	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	13	0.380459770114943	29	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	14	0.375402298850575	29	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	15	0.37632183908046	29	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	16	0.388045977011494	29	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	17	0.407816091954023	29	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	18	0.726206896551724	29	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	19	0.74551724137931	29	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	20	0.677011494252874	29	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	21	0.575402298850575	29	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	22	0.391954022988506	29	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	23	0.263218390804598	29	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	24	0.145057471264368	29	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	25	0.150574712643678	29	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	26	0.151494252873563	29	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	27	0.175862068965517	29	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	28	0.18183908045977	29	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	29	0.206666666666667	29	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	30	0.191034482758621	29	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	31	0.210344827586207	29	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	32	0.216551724137931	29	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	33	0.191954022988506	29	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	34	0.197241379310345	29	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	35	0.217241379310345	29	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	36	0.187816091954023	29	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	37	0.209655172413793	29	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	38	0.181379310344828	29	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	39	0.171954022988506	29	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	40	0.212873563218391	29	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	41	0.181379310344828	29	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	42	0.209885057471264	29	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	43	0.205287356321839	29	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	44	0.270804597701149	29	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	45	0.419310344827586	29	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	46	0.589885057471264	29	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch27_DGRP"	47	0.700919540229885	29	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	0	0.511111111111111	27	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	1	0.52320987654321	27	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	2	0.537777777777778	27	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	3	0.522716049382716	27	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	4	0.476049382716049	27	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	5	0.399259259259259	27	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	6	0.331358024691358	27	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	7	0.272098765432099	27	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	8	0.278271604938272	27	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	9	0.233333333333333	27	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	10	0.222222222222222	27	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	11	0.215308641975309	27	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	12	0.232098765432099	27	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	13	0.235802469135802	27	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	14	0.241481481481482	27	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	15	0.232098765432099	27	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	16	0.243703703703704	27	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	17	0.268641975308642	27	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	18	0.642222222222222	27	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	19	0.594567901234568	27	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	20	0.55283950617284	27	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	21	0.441975308641975	27	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	22	0.26641975308642	27	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	23	0.144691358024691	27	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	24	0.0958024691358025	27	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	25	0.0765432098765432	27	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	26	0.0911111111111111	27	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	27	0.097037037037037	27	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	28	0.0901234567901234	27	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	29	0.0918518518518519	27	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	30	0.0987654320987654	27	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	31	0.0990123456790123	27	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	32	0.103950617283951	27	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	33	0.0869135802469136	27	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	34	0.0962962962962963	27	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	35	0.105679012345679	27	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	36	0.0977777777777778	27	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	37	0.088641975308642	27	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	38	0.0866666666666667	27	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	39	0.0896296296296296	27	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	40	0.115555555555556	27	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	41	0.125925925925926	27	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	42	0.116049382716049	27	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	43	0.128148148148148	27	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	44	0.145185185185185	27	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	45	0.214320987654321	27	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	46	0.354320987654321	27	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch28_DGRP"	47	0.463950617283951	27	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	0	0.623589743589744	26	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	1	0.672307692307692	26	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	2	0.494358974358974	26	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	3	0.408717948717949	26	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	4	0.362051282051282	26	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	5	0.303076923076923	26	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	6	0.280769230769231	26	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	7	0.235384615384615	26	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	8	0.245897435897436	26	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	9	0.238205128205128	26	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	10	0.226666666666667	26	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	11	0.232820512820513	26	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	12	0.213846153846154	26	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	13	0.227179487179487	26	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	14	0.241282051282051	26	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	15	0.263333333333333	26	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	16	0.261794871794872	26	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	17	0.275641025641026	26	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	18	0.660512820512821	26	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	19	0.714102564102564	26	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	20	0.677948717948718	26	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	21	0.625128205128205	26	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	22	0.47974358974359	26	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	23	0.342307692307692	26	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	24	0.182307692307692	26	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	25	0.0976923076923077	26	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	26	0.0669230769230769	26	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	27	0.0476923076923077	26	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	28	0.0461538461538462	26	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	29	0.0497435897435897	26	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	30	0.0405128205128205	26	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	31	0.0482051282051282	26	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	32	0.0443589743589744	26	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	33	0.0512820512820513	26	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	34	0.0507692307692308	26	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	35	0.0435897435897436	26	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	36	0.0379487179487179	26	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	37	0.0594871794871795	26	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	38	0.0594871794871795	26	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	39	0.07	26	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	40	0.0602564102564103	26	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	41	0.0474358974358974	26	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	42	0.0428205128205128	26	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	43	0.0351282051282051	26	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	44	0.05	26	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	45	0.126153846153846	26	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	46	0.283333333333333	26	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch29_DGRP"	47	0.461282051282051	26	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	0	0.62875	32	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	1	0.626875	32	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	2	0.58625	32	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	3	0.535208333333333	32	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	4	0.476458333333333	32	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	5	0.426875	32	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	6	0.395625	32	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	7	0.379375	32	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	8	0.354375	32	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	9	0.363958333333333	32	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	10	0.341458333333333	32	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	11	0.329375	32	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	12	0.34375	32	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	13	0.357916666666667	32	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	14	0.371875	32	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	15	0.361458333333333	32	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	16	0.751875	32	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	17	0.652708333333333	32	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	18	0.613125	32	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	19	0.524583333333333	32	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	20	0.382083333333333	32	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	21	0.275625	32	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	22	0.231666666666667	32	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	23	0.179375	32	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	24	0.224791666666667	32	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	25	0.208125	32	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	26	0.204583333333333	32	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	27	0.194166666666667	32	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	28	0.180416666666667	32	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	29	0.195208333333333	32	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	30	0.179583333333333	32	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	31	0.16625	32	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	32	0.160208333333333	32	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	33	0.147916666666667	32	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	34	0.134791666666667	32	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	35	0.14125	32	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	36	0.113125	32	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	37	0.0952083333333333	32	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	38	0.09625	32	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	39	0.0816666666666667	32	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	40	0.103541666666667	32	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	41	0.099375	32	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	42	0.172083333333333	32	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	43	0.31375	32	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	44	0.5125	32	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	45	0.61	32	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	46	0.616458333333333	32	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch3_DGRP"	47	0.633541666666667	32	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	0	0.588235294117647	17	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	1	0.646666666666667	17	"moving"	0.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	2	0.413333333333333	17	"moving"	1.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	3	0.342745098039216	17	"moving"	1.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	4	0.36	17	"moving"	2.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	5	0.352549019607843	17	"moving"	2.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	6	0.314117647058824	17	"moving"	3.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	7	0.262745098039216	17	"moving"	3.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	8	0.259607843137255	17	"moving"	4.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	9	0.217254901960784	17	"moving"	4.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	10	0.201960784313725	17	"moving"	5.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	11	0.209019607843137	17	"moving"	5.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	12	0.216470588235294	17	"moving"	6.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	13	0.199607843137255	17	"moving"	6.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	14	0.20078431372549	17	"moving"	7.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	15	0.197647058823529	17	"moving"	7.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	16	0.228627450980392	17	"moving"	8.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	17	0.208627450980392	17	"moving"	8.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	18	0.638823529411765	17	"moving"	9.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	19	0.663921568627451	17	"moving"	9.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	20	0.590980392156863	17	"moving"	10.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	21	0.495686274509804	17	"moving"	10.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	22	0.341960784313726	17	"moving"	11.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	23	0.163137254901961	17	"moving"	11.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	24	0.04	17	"moving"	12.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	25	0.0286274509803922	17	"moving"	12.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	26	0.0172549019607843	17	"moving"	13.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	27	0.0117647058823529	17	"moving"	13.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	28	0.0145098039215686	17	"moving"	14.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	29	0.00862745098039216	17	"moving"	14.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	30	0.0125490196078431	17	"moving"	15.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	31	0.0156862745098039	17	"moving"	15.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	32	0.0156862745098039	17	"moving"	16.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	33	0.0141176470588235	17	"moving"	16.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	34	0.0145098039215686	17	"moving"	17.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	35	0.0141176470588235	17	"moving"	17.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	36	0.0145098039215686	17	"moving"	18.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	37	0.0117647058823529	17	"moving"	18.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	38	0.00745098039215686	17	"moving"	19.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	39	0.0156862745098039	17	"moving"	19.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	40	0.02	17	"moving"	20.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	41	0.0145098039215686	17	"moving"	20.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	42	0.0129411764705882	17	"moving"	21.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	43	0.0176470588235294	17	"moving"	21.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	44	0.0368627450980392	17	"moving"	22.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	45	0.0729411764705882	17	"moving"	22.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	46	0.203529411764706	17	"moving"	23.25	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch31_DGRP"	47	0.375294117647059	17	"moving"	23.75	22	577	"CS
n = 577 flies, 22 batches"
"CS"	"Batch5b_DGRP"	0	0.491111111111111	21	"moving"	0.25	22	577	"CS
n = 577 flies, 22 batches"
