trait	Genotype	FID	batchFE	raw	n_batches	total_flies
"NightSleepChange"	"DGRP100"	"line_100"	-82.7879385944318	-32	1	28
"NightSleepChange"	"DGRP101"	"line_101"	0.206945795816182	3	1	27
"NightSleepChange"	"DGRP105"	"line_105"	-38.2115704622318	-13	1	20
"NightSleepChange"	"DGRP109"	"line_109"	-198.287938594432	-147.5	1	30
"NightSleepChange"	"DGRP129"	"line_129"	31.2120614055682	82	1	29
"NightSleepChange"	"DGRP136"	"line_136"	-135.223042409384	-109.5	1	22
"NightSleepChange"	"DGRP142"	"line_142"	-111.287938594432	-60.5	1	30
"NightSleepChange"	"DGRP149"	"line_149"	66.2120614055683	117	1	29
"NightSleepChange"	"DGRP161"	"line_161"	7.35837508627114	-31	2	35
"NightSleepChange"	"DGRP176"	"line_176"	2.43215870592793	-49	1	29
"NightSleepChange"	"DGRP181"	"line_181"	36.5682035011433	67.5	2	43
"NightSleepChange"	"DGRP189"	"line_189"	-100.612316319603	-71.5	2	39
"NightSleepChange"	"DGRP195"	"line_195"	13.6637324833323	11.75	2	33
"NightSleepChange"	"DGRP208"	"line_208"	-85.2480972025557	-77.5	2	54
"NightSleepChange"	"DGRP21"	"line_21"	-39.567841294072	-91	1	17
"NightSleepChange"	"DGRP217"	"line_217"	-61.1801138001941	-73	2	41
"NightSleepChange"	"DGRP228"	"line_228"	-114.1926481942	-16	1	23
"NightSleepChange"	"DGRP229"	"line_229"	-16.2879385944317	34.5	1	30
"NightSleepChange"	"DGRP235"	"line_235"	122.850553499959	91.5	2	28
"NightSleepChange"	"DGRP239"	"line_239"	32.9248186115894	47.25	2	44
"NightSleepChange"	"DGRP26"	"line_26"	1.2002265788703	-6.25	2	39
"NightSleepChange"	"DGRP280"	"line_280"	-94.5678412940721	-146	1	27
"NightSleepChange"	"DGRP287"	"line_287"	-85.1926481941997	13	1	24
"NightSleepChange"	"DGRP301"	"line_301"	210.908718967911	158	1	23
"NightSleepChange"	"DGRP303"	"line_303"	-103.004973477531	-52.75	2	42
"NightSleepChange"	"DGRP304"	"line_304"	-85.25497347753	-35	2	48
"NightSleepChange"	"DGRP306"	"line_306"	-187.567841294072	-239	1	30
"NightSleepChange"	"DGRP307"	"line_307"	-102.00497347753	-51.75	2	51
"NightSleepChange"	"DGRP309"	"line_309"	-110.88269193563	-106	2	40
"NightSleepChange"	"DGRP31"	"line_31"	-27.7930542041839	-25	1	24
"NightSleepChange"	"DGRP310"	"line_310"	-196.51004156642	-180.75	2	49
"NightSleepChange"	"DGRP313"	"line_313"	-12.2549734775318	38	2	58
"NightSleepChange"	"DGRP317"	"line_317"	-150.733399426253	-101	1	25
"NightSleepChange"	"DGRP318"	"line_318"	-178.293054204184	-175.5	1	24
"NightSleepChange"	"DGRP319"	"line_319"	-10.2092693512164	-14.3333333333333	3	44
"NightSleepChange"	"DGRP32"	"line_32"	-163.067562397254	-138	1	29
"NightSleepChange"	"DGRP320"	"line_320"	50.8673080643706	55.75	2	31
"NightSleepChange"	"DGRP321"	"line_321"	-38.0479118043213	-24.25	2	47
"NightSleepChange"	"DGRP324"	"line_324"	-92.7549734775322	-42.5	2	55
"NightSleepChange"	"DGRP332"	"line_332"	33.6173080643706	38.5	2	39
"NightSleepChange"	"DGRP335"	"line_335"	-46.5703001667386	-41.3333333333333	3	40
"NightSleepChange"	"DGRP336"	"line_336"	6.67638965433899	-7.75	4	61
"NightSleepChange"	"DGRP338"	"line_338"	-19.8277391932865	-29.5	2	39
"NightSleepChange"	"DGRP348"	"line_348"	0.766600573746787	50.5	1	20
"NightSleepChange"	"DGRP350"	"line_350"	-77.2333994262534	-27.5	1	20
"NightSleepChange"	"DGRP352"	"line_352"	-73.7333994262534	-24	1	25
"NightSleepChange"	"DGRP354"	"line_354"	1.99367166944917	7.25	2	51
"NightSleepChange"	"DGRP355"	"line_355"	18.2207427651511	-21	1	29
"NightSleepChange"	"DGRP356"	"line_356"	-219.320840708619	-250	2	44
"NightSleepChange"	"DGRP357"	"line_357"	193.17057828533	182	1	24
"NightSleepChange"	"DGRP358"	"line_358"	25.9950265224675	76.25	2	47
"NightSleepChange"	"DGRP359"	"line_359"	-17.7792572348487	-57	1	23
"NightSleepChange"	"DGRP360"	"line_360"	-48.2549734775304	2	2	47
"NightSleepChange"	"DGRP361"	"line_361"	34.7917787870738	-9.5	2	27
"NightSleepChange"	"DGRP362"	"line_362"	-62.0049734775308	-11.75	2	59
"NightSleepChange"	"DGRP365"	"line_365"	-46.0912810320867	-99	1	23
"NightSleepChange"	"DGRP370"	"line_370"	-67.7792572348487	-107	1	25
"NightSleepChange"	"DGRP371"	"line_371"	-265.279257234848	-304.5	1	28
"NightSleepChange"	"DGRP373"	"line_373"	-65.5678412940721	-117	1	24
"NightSleepChange"	"DGRP374"	"line_374"	-79.9030269402201	-29	1	26
"NightSleepChange"	"DGRP375"	"line_375"	-110.004973477532	-59.75	2	44
"NightSleepChange"	"DGRP377"	"line_377"	-71.7792572348487	-111	1	22
"NightSleepChange"	"DGRP379"	"line_379"	25.7884295377678	51	1	24
"NightSleepChange"	"DGRP38"	"line_38"	-114.733399426254	-65	1	25
"NightSleepChange"	"DGRP380"	"line_380"	-29.6606038446261	-29.8333333333333	3	63
"NightSleepChange"	"DGRP381"	"line_381"	211.220742765151	172	1	28
"NightSleepChange"	"DGRP382"	"line_382"	47.7464132600031	14	2	32
"NightSleepChange"	"DGRP383"	"line_383"	-47.2535867399968	-122	1	21
"NightSleepChange"	"DGRP385"	"line_385"	-186.779257234849	-226	1	29
"NightSleepChange"	"DGRP386"	"line_386"	-67.3886852313516	-108.25	2	41
"NightSleepChange"	"DGRP390"	"line_390"	34.2207427651514	-5	1	23
"NightSleepChange"	"DGRP391"	"line_391"	10.8492878463966	31.25	4	91
"NightSleepChange"	"DGRP392"	"line_392"	9.74641326000298	-65	1	31
"NightSleepChange"	"DGRP395"	"line_395"	-165.253586739997	-240	1	25
"NightSleepChange"	"DGRP397"	"line_397"	-113.253586739997	-188	1	30
"NightSleepChange"	"DGRP399"	"line_399"	-164.289392296829	-190	2	46
"NightSleepChange"	"DGRP40"	"line_40"	-88.5760712983096	-102	3	50
"NightSleepChange"	"DGRP405"	"line_405"	-98.2535867399968	-173	1	24
"NightSleepChange"	"DGRP406"	"line_406"	100.746413260003	26	1	22
"NightSleepChange"	"DGRP409"	"line_409"	-64.6105778186193	-73	2	34
"NightSleepChange"	"DGRP41"	"line_41"	-76.0675623972537	-51	1	25
"NightSleepChange"	"DGRP426"	"line_426"	-197.253586739997	-272	1	15
"NightSleepChange"	"DGRP427"	"line_427"	-30.7535867399968	-105.5	1	22
"NightSleepChange"	"DGRP437"	"line_437"	-201.864596120758	-166.333333333333	3	52
"NightSleepChange"	"DGRP439"	"line_439"	92.746413260003	18	1	27
"NightSleepChange"	"DGRP440"	"line_440"	80.7464132600028	6	1	25
"NightSleepChange"	"DGRP441"	"line_441"	108.075622173382	140.666666666667	3	63
"NightSleepChange"	"DGRP443"	"line_443"	101.746413260003	27	1	25
"NightSleepChange"	"DGRP45"	"line_45"	-72.0675623972538	-47	1	25
"NightSleepChange"	"DGRP461"	"line_461"	-81.9367472830036	-50.5	1	14
"NightSleepChange"	"DGRP48"	"line_48"	-225.067562397254	-200	1	22
"NightSleepChange"	"DGRP486"	"line_486"	-35.29783756721	39.25	2	38
"NightSleepChange"	"DGRP491"	"line_491"	-41.4843658640047	-45.75	2	39
"NightSleepChange"	"DGRP492"	"line_492"	-40.3164237040897	-37.1666666666667	3	42
"NightSleepChange"	"DGRP502"	"line_502"	181.75502451777	183.25	2	43
"NightSleepChange"	"DGRP505"	"line_505"	40.0632527169966	71.5	1	20
"NightSleepChange"	"DGRP509"	"line_509"	-500.936747283004	-469.5	1	22
"NightSleepChange"	"DGRP513"	"line_513"	224.077781451029	191	3	55
"NightSleepChange"	"DGRP517"	"line_517"	61.8600026676136	25.75	2	41
"NightSleepChange"	"DGRP528"	"line_528"	-135.399585732697	-130.75	2	44
"NightSleepChange"	"DGRP531"	"line_531"	103.975852673166	112	1	16
"NightSleepChange"	"DGRP535"	"line_535"	-98.2869662370039	-107.25	2	51
"NightSleepChange"	"DGRP551"	"line_551"	-127.436747283004	-96	1	26
"NightSleepChange"	"DGRP555"	"line_555"	109.96060770317	84.25	2	45
"NightSleepChange"	"DGRP559"	"line_559"	-117.810879327645	-106	1	21
"NightSleepChange"	"DGRP563"	"line_563"	-245.310879327645	-233.5	1	28
"NightSleepChange"	"DGRP566"	"line_566"	-241.810879327645	-230	1	23
"NightSleepChange"	"DGRP57"	"line_57"	-31.0675623972537	-6	1	21
"NightSleepChange"	"DGRP584"	"line_584"	15.6980332340854	23	2	28
"NightSleepChange"	"DGRP589"	"line_589"	51.5248109650122	24	1	21
"NightSleepChange"	"DGRP59"	"line_59"	-53.7930542041837	-51	1	27
"NightSleepChange"	"DGRP595"	"line_595"	-0.0241473268339929	8	1	31
"NightSleepChange"	"DGRP596"	"line_596"	-215.524147326835	-207.5	1	30
"NightSleepChange"	"DGRP627"	"line_627"	136.189120672355	148	1	17
"NightSleepChange"	"DGRP630"	"line_630"	-23.9396517650932	-66.75	2	42
"NightSleepChange"	"DGRP634"	"line_634"	-110.024147326834	-102	1	24
"NightSleepChange"	"DGRP639"	"line_639"	-101.29783756721	-26.75	2	32
"NightSleepChange"	"DGRP69"	"line_69"	-63.6388678896667	-70.25	2	32
"NightSleepChange"	"DGRP703"	"line_703"	-190.308512670609	-184	1	31
"NightSleepChange"	"DGRP705"	"line_705"	68.2896486266209	36.25	2	41
"NightSleepChange"	"DGRP707"	"line_707"	-74.1069531339327	-42.75	2	28
"NightSleepChange"	"DGRP712"	"line_712"	-56.2978375672099	18.25	2	39
"NightSleepChange"	"DGRP714"	"line_714"	79.908718967914	27	1	19
"NightSleepChange"	"DGRP716"	"line_716"	64.6914873293913	71	1	19
"NightSleepChange"	"DGRP721"	"line_721"	-201.810879327646	-190	1	21
"NightSleepChange"	"DGRP73"	"line_73"	157.836528102652	89.75	2	26
"NightSleepChange"	"DGRP730"	"line_730"	-183.789392296829	-209.5	2	58
"NightSleepChange"	"DGRP732"	"line_732"	-130.04783756721	-55.5	2	41
"NightSleepChange"	"DGRP737"	"line_737"	-96.3085126706091	-90	1	29
"NightSleepChange"	"DGRP738"	"line_738"	-5.76690855507633	-28.5	1	28
"NightSleepChange"	"DGRP748"	"line_748"	-37.6896517650932	-80.5	2	42
"NightSleepChange"	"DGRP75"	"line_75"	-26.0675623972533	-1	1	24
"NightSleepChange"	"DGRP757"	"line_757"	-65.65449627775	-81	2	40
"NightSleepChange"	"DGRP761"	"line_761"	-22.2591025006241	-107	1	17
"NightSleepChange"	"DGRP765"	"line_765"	158.219400542203	104.5	3	76
"NightSleepChange"	"DGRP774"	"line_774"	160.908718967911	108	1	26
"NightSleepChange"	"DGRP776"	"line_776"	-58.8108793276453	-47	1	23
"NightSleepChange"	"DGRP783"	"line_783"	-98.0112248949384	-79.5	2	56
"NightSleepChange"	"DGRP786"	"line_786"	92.9087189679126	40	1	27
"NightSleepChange"	"DGRP787"	"line_787"	-108.308512670609	-102	1	29
"NightSleepChange"	"DGRP790"	"line_790"	66.9321587059282	15.5	1	20
"NightSleepChange"	"DGRP796"	"line_796"	94.2069457958162	97	1	22
"NightSleepChange"	"DGRP799"	"line_799"	-144.591281032089	-197.5	1	30
"NightSleepChange"	"DGRP801"	"line_801"	98.2408974993761	13.5	1	24
"NightSleepChange"	"DGRP802"	"line_802"	88.5248109650122	61	1	23
"NightSleepChange"	"DGRP805"	"line_805"	73.740897499376	-11	1	26
"NightSleepChange"	"DGRP808"	"line_808"	-31.8085126706092	-25.5	1	24
"NightSleepChange"	"DGRP810"	"line_810"	-51.9751890349878	-79.5	1	30
"NightSleepChange"	"DGRP812"	"line_812"	75.8594494116705	112	1	17
"NightSleepChange"	"DGRP818"	"line_818"	50.240897499376	-34.5	1	18
"NightSleepChange"	"DGRP819"	"line_819"	-21.2591025006241	-106	1	31
"NightSleepChange"	"DGRP820"	"line_820"	-153.948492055962	-147	2	44
"NightSleepChange"	"DGRP821"	"line_821"	96.2281933812355	33.75	2	30
"NightSleepChange"	"DGRP822"	"line_822"	-97.0241473268343	-89	1	28
"NightSleepChange"	"DGRP83"	"line_83"	-34.0497734211299	-110	1	17
"NightSleepChange"	"DGRP832"	"line_832"	-67.4949754822302	-66	2	25
"NightSleepChange"	"DGRP837"	"line_837"	-61.5854684264992	-69.5	2	36
"NightSleepChange"	"DGRP843"	"line_843"	-152.711570462232	-127.5	1	22
"NightSleepChange"	"DGRP85"	"line_85"	-98.067562397254	-73	1	21
"NightSleepChange"	"DGRP850"	"line_850"	-72.1405505883293	-36	1	19
"NightSleepChange"	"DGRP852"	"line_852"	160.908718967913	108	1	25
"NightSleepChange"	"DGRP855"	"line_855"	-80.1405505883294	-44	1	22
"NightSleepChange"	"DGRP857"	"line_857"	-339.640550588329	-303.5	1	28
"NightSleepChange"	"DGRP859"	"line_859"	-44.0912810320861	-97	1	31
"NightSleepChange"	"DGRP861"	"line_861"	-28.6405505883293	7.5	1	20
"NightSleepChange"	"DGRP879"	"line_879"	-15.1405505883293	21	1	19
"NightSleepChange"	"DGRP88"	"line_88"	7.2666005737465	57	1	22
"NightSleepChange"	"DGRP890"	"line_890"	-4.16632999872139	3	2	55
"NightSleepChange"	"DGRP897"	"line_897"	-35.7115704622321	-10.5	1	24
"NightSleepChange"	"DGRP900"	"line_900"	-109.640550588329	-73.5	1	28
"NightSleepChange"	"DGRP907"	"line_907"	-89.3085126706091	-83	1	30
"NightSleepChange"	"DGRP908"	"line_908"	33.691487329391	40	1	18
"NightSleepChange"	"DGRP91"	"line_91"	75.4321587059278	24	1	25
"NightSleepChange"	"DGRP911"	"line_911"	-248.475189034988	-276	1	24
"NightSleepChange"	"DGRP913"	"line_913"	49.2884295377684	74.5	1	20
"NightSleepChange"	"DGRP93"	"line_93"	-100.787938594432	-50	1	30
"MovingShapePC1"	"DGRP100"	"line_100"	-0.491401562462033	-0.306401588441879	1	28
"MovingShapePC1"	"DGRP101"	"line_101"	-0.0453300482050287	-0.241955035691676	1	27
"MovingShapePC1"	"DGRP105"	"line_105"	-0.200332658340232	-0.617817070735127	1	20
"MovingShapePC1"	"DGRP109"	"line_109"	-0.851836664509	-0.666836690488847	1	30
"MovingShapePC1"	"DGRP129"	"line_129"	-0.666639142778369	-0.481639168758216	1	29
"MovingShapePC1"	"DGRP136"	"line_136"	0.154726973025517	0.0895267490568017	1	22
"MovingShapePC1"	"DGRP142"	"line_142"	-0.430967727430652	-0.245967753410499	1	30
"MovingShapePC1"	"DGRP149"	"line_149"	-0.716716771329722	-0.531716797309569	1	29
"MovingShapePC1"	"DGRP161"	"line_161"	-1.27919579620797	-0.993070638730784	2	35
"MovingShapePC1"	"DGRP176"	"line_176"	-0.483041633235773	-0.206455068886695	1	29
"MovingShapePC1"	"DGRP181"	"line_181"	0.22658468438244	0.188903184242154	2	43
"MovingShapePC1"	"DGRP189"	"line_189"	-0.00761467339374238	0.038710927213159	2	39
"MovingShapePC1"	"DGRP195"	"line_195"	0.258268222121094	0.240565128745877	2	33
"MovingShapePC1"	"DGRP208"	"line_208"	0.710398282749903	0.553446762984546	2	54
"MovingShapePC1"	"DGRP21"	"line_21"	0.422548093526988	0.699134657876064	1	17
"MovingShapePC1"	"DGRP217"	"line_217"	-0.114495269805839	-0.24707974526266	2	41
"MovingShapePC1"	"DGRP228"	"line_228"	-0.473814533262901	-0.355919921610522	1	23
"MovingShapePC1"	"DGRP229"	"line_229"	-0.220550810150013	-0.0355508361298597	1	30
"MovingShapePC1"	"DGRP235"	"line_235"	-0.216035679101627	-0.173343383695284	2	28
"MovingShapePC1"	"DGRP239"	"line_239"	-0.180070048568735	-0.247867796105218	2	44
"MovingShapePC1"	"DGRP26"	"line_26"	-0.200147512481956	-0.0435830590036911	2	39
"MovingShapePC1"	"DGRP280"	"line_280"	0.312496013499696	0.589082577848772	1	27
"MovingShapePC1"	"DGRP287"	"line_287"	-0.548434625587747	-0.43054001393537	1	24
"MovingShapePC1"	"DGRP301"	"line_301"	-0.148130515398392	-0.628755511647378	1	23
"MovingShapePC1"	"DGRP303"	"line_303"	-0.144744525667286	-0.297440799972127	2	42
"MovingShapePC1"	"DGRP304"	"line_304"	0.778778776049064	0.62608250174423	2	48
"MovingShapePC1"	"DGRP306"	"line_306"	-0.0914601365600464	0.18512642778903	1	30
"MovingShapePC1"	"DGRP307"	"line_307"	-0.365236658538021	-0.517932932842858	2	51
"MovingShapePC1"	"DGRP309"	"line_309"	-0.570148890044665	-0.383725610819757	2	40
"MovingShapePC1"	"DGRP31"	"line_31"	-0.0382479153704426	-0.23487290285709	1	24
"MovingShapePC1"	"DGRP310"	"line_310"	0.623666492814514	0.506420270763829	2	49
"MovingShapePC1"	"DGRP313"	"line_313"	-1.45839890723154	-1.61109518153637	2	58
"MovingShapePC1"	"DGRP317"	"line_317"	0.127106448938878	0.525196417827267	1	25
"MovingShapePC1"	"DGRP318"	"line_318"	-0.0484869485277159	-0.245111936014361	1	24
"MovingShapePC1"	"DGRP319"	"line_319"	0.215495586454086	0.232912616239651	3	44
"MovingShapePC1"	"DGRP32"	"line_32"	-1.21202920009964	-0.87365688270454	1	29
"MovingShapePC1"	"DGRP320"	"line_320"	-0.258463426110425	-0.0720401468855184	2	31
"MovingShapePC1"	"DGRP321"	"line_321"	0.390293804641586	0.429041054539222	2	47
"MovingShapePC1"	"DGRP324"	"line_324"	0.0435297563916249	-0.109166517913219	2	55
"MovingShapePC1"	"DGRP332"	"line_332"	-0.452938322906565	-0.266515043681658	2	39
"MovingShapePC1"	"DGRP335"	"line_335"	-0.286645921883789	-0.379130995970224	3	40
"MovingShapePC1"	"DGRP336"	"line_336"	-0.0804555566560592	-0.267886964360672	4	61
"MovingShapePC1"	"DGRP338"	"line_338"	0.218787474275376	-0.0398227540145071	2	39
"MovingShapePC1"	"DGRP348"	"line_348"	0.121808962831639	0.519898931720029	1	20
"MovingShapePC1"	"DGRP350"	"line_350"	-0.0855495137307918	0.312540455157597	1	20
"MovingShapePC1"	"DGRP352"	"line_352"	0.772908417993579	1.17099838688197	1	25
"MovingShapePC1"	"DGRP354"	"line_354"	-0.0863710473406406	0.272635747084874	2	51
"MovingShapePC1"	"DGRP355"	"line_355"	-0.542373195350012	-0.222449575387375	1	29
"MovingShapePC1"	"DGRP356"	"line_356"	0.357528817211058	0.357192892645816	2	44
"MovingShapePC1"	"DGRP357"	"line_357"	0.224989272753836	-0.152341931949556	1	24
"MovingShapePC1"	"DGRP358"	"line_358"	-0.36568167415392	-0.518377948458771	2	47
"MovingShapePC1"	"DGRP359"	"line_359"	-0.224801023349129	0.0951225966135097	1	23
"MovingShapePC1"	"DGRP360"	"line_360"	-0.313114286817367	-0.465810561122215	2	47
"MovingShapePC1"	"DGRP361"	"line_361"	-0.256248934784891	-0.196271488276037	2	27
"MovingShapePC1"	"DGRP362"	"line_362"	0.608700796974552	0.456004522669721	2	59
"MovingShapePC1"	"DGRP365"	"line_365"	1.27443403320021	0.793809036951229	1	23
"MovingShapePC1"	"DGRP370"	"line_370"	0.265660401590941	0.585584021553579	1	25
"MovingShapePC1"	"DGRP371"	"line_371"	-0.066666888934454	0.253256731028183	1	28
"MovingShapePC1"	"DGRP373"	"line_373"	-0.0882314394801273	0.188355124868949	1	24
"MovingShapePC1"	"DGRP374"	"line_374"	-0.579966020554118	-0.494150985824856	1	26
"MovingShapePC1"	"DGRP375"	"line_375"	0.994269567517336	0.841573293212496	2	44
"MovingShapePC1"	"DGRP377"	"line_377"	0.399224285042221	0.719147905004859	1	22
"MovingShapePC1"	"DGRP379"	"line_379"	-0.123897028779676	-0.54138144117457	1	24
"MovingShapePC1"	"DGRP38"	"line_38"	-1.0110358608491	-0.61294589196071	1	25
"MovingShapePC1"	"DGRP380"	"line_380"	0.929996008306591	1.00650371800959	3	63
"MovingShapePC1"	"DGRP381"	"line_381"	-0.982778647038548	-0.662855027075912	1	28
"MovingShapePC1"	"DGRP382"	"line_382"	-0.615059019039859	-0.58721352157677	2	32
"MovingShapePC1"	"DGRP383"	"line_383"	0.846546205306323	0.400372236695009	1	21
"MovingShapePC1"	"DGRP385"	"line_385"	0.123173984259808	0.443097604222444	1	29
"MovingShapePC1"	"DGRP386"	"line_386"	0.111959339757442	0.114429301729217	2	41
"MovingShapePC1"	"DGRP390"	"line_390"	-0.895647150326506	-0.57572353036387	1	23
"MovingShapePC1"	"DGRP391"	"line_391"	-0.423718334162	-0.358868173835045	4	91
"MovingShapePC1"	"DGRP392"	"line_392"	-0.120977059048672	-0.567151027659988	1	31
"MovingShapePC1"	"DGRP395"	"line_395"	0.458802100146711	0.0126281315353966	1	25
"MovingShapePC1"	"DGRP397"	"line_397"	0.0171014593424495	-0.429072509268867	1	30
"MovingShapePC1"	"DGRP399"	"line_399"	0.623364066268915	0.695218113458779	2	46
"MovingShapePC1"	"DGRP40"	"line_40"	0.277299273772399	0.229725370521166	3	50
"MovingShapePC1"	"DGRP405"	"line_405"	1.18070726833484	0.734533299723524	1	24
"MovingShapePC1"	"DGRP406"	"line_406"	0.615939128718875	0.16976516010756	1	22
"MovingShapePC1"	"DGRP409"	"line_409"	0.042176630019299	-0.147915329974602	2	34
"MovingShapePC1"	"DGRP41"	"line_41"	-1.70690214265228	-1.36852982525717	1	25
"MovingShapePC1"	"DGRP426"	"line_426"	0.446415723152948	0.000241754541632403	1	15
"MovingShapePC1"	"DGRP427"	"line_427"	1.01404666872779	0.567872700116476	1	22
"MovingShapePC1"	"DGRP437"	"line_437"	-0.147397470305777	-0.184488820184927	3	52
"MovingShapePC1"	"DGRP439"	"line_439"	0.610463875755118	0.164289907143802	1	27
"MovingShapePC1"	"DGRP440"	"line_440"	0.601777987527479	0.155604018916164	1	25
"MovingShapePC1"	"DGRP441"	"line_441"	-0.30879051488924	-0.304340869513177	3	63
"MovingShapePC1"	"DGRP443"	"line_443"	1.09730463429591	0.651130665684593	1	25
"MovingShapePC1"	"DGRP45"	"line_45"	-0.590259573897482	-0.251887256502377	1	25
"MovingShapePC1"	"DGRP461"	"line_461"	-0.842740341086794	-0.566494665427016	1	14
"MovingShapePC1"	"DGRP48"	"line_48"	-0.678211538856938	-0.339839221461832	1	22
"MovingShapePC1"	"DGRP486"	"line_486"	0.354735366100871	0.456590189291692	2	38
"MovingShapePC1"	"DGRP491"	"line_491"	-0.113482869565769	0.012018263044833	2	39
"MovingShapePC1"	"DGRP492"	"line_492"	0.405380467802432	0.50175998047116	3	42
"MovingShapePC1"	"DGRP502"	"line_502"	-0.256904247221491	-0.234190358580218	2	43
"MovingShapePC1"	"DGRP505"	"line_505"	-0.478853362595192	-0.202607686935413	1	20
"MovingShapePC1"	"DGRP509"	"line_509"	-0.101616049414126	0.174629626245654	1	22
"MovingShapePC1"	"DGRP513"	"line_513"	0.234760006120079	0.122082346103838	3	55
"MovingShapePC1"	"DGRP517"	"line_517"	0.057610293116146	-0.328015493803682	2	41
"MovingShapePC1"	"DGRP528"	"line_528"	0.377687699656795	0.355512802940125	2	44
"MovingShapePC1"	"DGRP531"	"line_531"	0.0129211780580805	0.317028468989033	1	16
"MovingShapePC1"	"DGRP535"	"line_535"	0.191784805072379	0.229923279429806	2	51
"MovingShapePC1"	"DGRP551"	"line_551"	0.165944768120516	0.442190443780294	1	26
