PCA_phenotype	comparison_phenotype	rho	paired_lines
"PCA_sleep_centered_shape_PC2"	"LongestBoutDark__State_D2_D6"	-0.347270526084085	176
"PCA_sleep_centered_shape_PC2"	"MorningPeakOffset__State_D2_D6"	-0.486350976244213	172
"PCA_sleep_centered_shape_PC2"	"DawnAnticipation__State_D2_D6"	-0.541787365177196	176
"PCA_sleep_centered_shape_PC3"	"DarkCoreMoving__State_D2_D6"	0.280537090028615	176
"PCA_sleep_centered_shape_PC3"	"MorningPeakOffset__State_D2_D6"	0.24896526839346	172
"PCA_sleep_centered_shape_PC3"	"FragmentationDark__State_D2_D6"	0.241432973805855	176
"PCA_sleep_centered_shape_PC3"	"PWakeDark__State_D2_D6"	0.234065595421528	176
"PCA_sleep_centered_shape_PC3"	"ActivityContrast__State_D2_D6"	0.190244331939247	176
"PCA_sleep_centered_shape_PC3"	"FragmentationLight__Late2_Early2"	0.184563248819352	168
"PCA_sleep_centered_shape_PC3"	"LDIntradailyVariability__State_D2_D6"	0.174813999559762	176
"PCA_sleep_centered_shape_PC3"	"DawnAnticipation__Late2_Early2"	0.161245872771297	176
"PCA_sleep_centered_shape_PC3"	"SiestaMoving__Late2_Early2"	0.145251354979862	169
"PCA_sleep_centered_shape_PC3"	"MovingDark__State_D2_D6"	0.143653973145499	176
"PCA_sleep_centered_shape_PC3"	"PDozeDark__State_D2_D6"	0.142973805855162	176
"PCA_sleep_centered_shape_PC3"	"MovingLight__Late2_Early2"	0.142921784098255	169
"PCA_sleep_centered_shape_PC3"	"DuskAnticipation__D6_D1"	0.142171278744287	168
"PCA_sleep_centered_shape_PC3"	"MovingDark__Late2_Early2"	0.140550297160467	176
"PCA_sleep_centered_shape_PC3"	"DuskAnticipation__Late2_Early2"	0.138358395085904	167
"PCA_sleep_centered_shape_PC3"	"MovingLight__D6_D1"	0.132029734970911	169
"PCA_sleep_centered_shape_PC3"	"EveningPeakAmplitude__Late2_Early2"	0.131895480085525	169
"PCA_sleep_centered_shape_PC3"	"MovingDark__D6_D1"	0.127684349548756	176
"PCA_sleep_centered_shape_PC3"	"ActivityLight__Late2_Early2"	0.118860325195167	169
"PCA_sleep_centered_shape_PC3"	"Harmonic24Amplitude__State_D2_D6"	0.117884657715166	176
"PCA_sleep_centered_shape_PC3"	"DawnAnticipation__D6_D1"	0.113700198106978	176
"PCA_sleep_centered_shape_PC3"	"PWakeLight__Late2_Early2"	0.109656406941475	169
"PCA_sleep_centered_shape_PC3"	"ActivityDark__State_D2_D6"	0.108754127228704	176
"PCA_sleep_centered_shape_PC3"	"DuskResponse__D6_D1"	0.106053268765133	176
"PCA_sleep_centered_shape_PC3"	"DawnResponse__State_D2_D6"	0.0980453984401417	176
"PCA_sleep_centered_shape_PC3"	"ActivityDark__D6_D1"	0.0971516618974246	176
"PCA_sleep_centered_shape_PC3"	"Harmonic12Amplitude__Late2_Early2"	0.0926980259559445	169
"PCA_sleep_centered_shape_PC3"	"ActivityDark__Late2_Early2"	0.0822165969623597	176
"PCA_sleep_centered_shape_PC3"	"PWakeDark__Late2_Early2"	0.0794320933303984	176
"PCA_sleep_centered_shape_PC3"	"PWakeDark__D6_D1"	0.0766255778120185	176
"PCA_sleep_centered_shape_PC3"	"MorningPeakAmplitude__State_D2_D6"	0.0686660796830288	176
"PCA_sleep_centered_shape_PC3"	"FragmentationLight__State_D2_D6"	0.0686430810568742	175
"PCA_sleep_centered_shape_PC3"	"SiestaMoving__D6_D1"	0.0671548326505728	169
"PCA_sleep_centered_shape_PC3"	"FragmentationLight__D6_D1"	0.0655710805032072	169
"PCA_sleep_centered_shape_PC3"	"EveningPeakAmplitude__D6_D1"	0.0602182884988315	169
"PCA_sleep_centered_shape_PC3"	"Harmonic12Amplitude__D6_D1"	0.0558003082889961	169
"PCA_sleep_centered_shape_PC3"	"FragmentationDark__Late2_Early2"	0.0537442218798151	176
"PCA_sleep_centered_shape_PC3"	"FragmentationDark__D6_D1"	0.0417895663658376	176
"PCA_sleep_centered_shape_PC3"	"SiestaMoving__State_D2_D6"	0.0414659916354832	176
"PCA_sleep_centered_shape_PC3"	"PWakeLight__State_D2_D6"	0.0244860224521241	176
"PCA_sleep_centered_shape_PC3"	"PWakeLight__D6_D1"	0.020093481179454	169
"PCA_sleep_centered_shape_PC3"	"DarkCoreMoving__Late2_Early2"	0.0156526524323135	176
"PCA_sleep_centered_shape_PC3"	"DarkCoreMoving__D6_D1"	0.0152718467972705	176
"PCA_sleep_centered_shape_PC3"	"LightSleep__State_D2_D6"	0.00920096852300242	176
"PCA_sleep_centered_shape_PC3"	"ActivityLight__D6_D1"	0.00731689125354284	169
"PCA_sleep_centered_shape_PC3"	"WakingActivityDark__Late2_Early2"	0.00365397314549857	176
"PCA_sleep_centered_shape_PC3"	"MovingLight__State_D2_D6"	0.00167730574510236	176
"PCA_sleep_centered_shape_PC3"	"ActivityLight__State_D2_D6"	-0.00195685670261941	176
"PCA_sleep_centered_shape_PC3"	"SleepAllocation__Late2_Early2"	-0.0103948088110984	169
"PCA_sleep_centered_shape_PC3"	"SleepAllocation__D6_D1"	-0.0136691362935707	169
"PCA_sleep_centered_shape_PC3"	"WakingActivityDark__D6_D1"	-0.0194430992736078	176
"PCA_sleep_centered_shape_PC3"	"PDozeLight__D6_D1"	-0.0195744483494285	167
"PCA_sleep_centered_shape_PC3"	"ActivityContrast__Late2_Early2"	-0.0240415692904381	169
"PCA_sleep_centered_shape_PC3"	"PDozeDark__D6_D1"	-0.0377790006603566	176
"PCA_sleep_centered_shape_PC3"	"WakingActivityDark__State_D2_D6"	-0.0383755227823024	176
"PCA_sleep_centered_shape_PC3"	"ActivityContrast__D6_D1"	-0.0477276117547611	169
"PCA_sleep_centered_shape_PC3"	"DawnAnticipation__State_D2_D6"	-0.0583138895003302	176
"PCA_sleep_centered_shape_PC3"	"TwoHarmonicR2__State_D2_D6"	-0.0679683028835571	176
"PCA_sleep_centered_shape_PC3"	"DuskResponse__Late2_Early2"	-0.0817995167287801	176
"PCA_sleep_centered_shape_PC3"	"LightSleep__Late2_Early2"	-0.0886703793943613	169
"PCA_sleep_centered_shape_PC3"	"PDozeDark__Late2_Early2"	-0.0888355712084526	176
"PCA_sleep_centered_shape_PC3"	"LightSleep__D6_D1"	-0.0941151608572423	169
"PCA_sleep_centered_shape_PC3"	"DuskResponse__State_D2_D6"	-0.10090694524927	176
"PCA_sleep_centered_shape_PC3"	"TotalSleep__State_D2_D6"	-0.104455205811138	176
"PCA_sleep_centered_shape_PC3"	"LongestBoutDark__D6_D1"	-0.106632181377944	176
"PCA_sleep_centered_shape_PC3"	"TotalSleep__D6_D1"	-0.130204863010293	169
"PCA_sleep_centered_shape_PC3"	"DarkSleep__D6_D1"	-0.138357913273168	176
"PCA_sleep_centered_shape_PC3"	"TotalSleep__Late2_Early2"	-0.142613495102183	169
"PCA_sleep_centered_shape_PC3"	"DarkSleep__Late2_Early2"	-0.14363196125908	176
"PCA_sleep_centered_shape_PC3"	"LongestBoutDark__Late2_Early2"	-0.151908430552498	176
"PCA_sleep_centered_shape_PC3"	"TwoHarmonicR2__D6_D1"	-0.161903933170902	169
"PCA_sleep_centered_shape_PC3"	"DarkSleep__State_D2_D6"	-0.167215496368039	176
"PCA_sleep_centered_shape_PC3"	"SleepAllocation__State_D2_D6"	-0.18871450583315	176
"PCA_sleep_centered_shape_PC3"	"Harmonic12Amplitude__State_D2_D6"	-0.197178076161127	176
"PCA_sleep_centered_shape_PC3"	"Harmonic24Amplitude__D6_D1"	-0.204512455869922	169
"PCA_sleep_centered_shape_PC3"	"EveningPeakAmplitude__State_D2_D6"	-0.209995597622716	176
"PCA_sleep_centered_shape_PC3"	"OddEvenProfileCorrelation__State_D2_D6"	-0.218188421747744	176
"PCA_sleep_centered_shape_PC3"	"LD24hLagCorrelation__State_D2_D6"	-0.24104996698217	176
"PCA_sleep_centered_shape_PC3"	"LongestBoutDark__State_D2_D6"	-0.245773717807616	176
"PCA_sleep_centered_shape_PC3"	"Harmonic24Amplitude__Late2_Early2"	-0.245870419173587	169
"PCA_sleep_centered_shape_PC3"	"TwoHarmonicR2__Late2_Early2"	-0.26165779921436	169
"PCA_sleep_centered_shape_PC3"	"LDInterdailyStability__State_D2_D6"	-0.279183359013868	176
"PCA_sleep_centered_shape_PC3"	"DuskAnticipation__State_D2_D6"	-0.393427462905192	173
"PCA_sleep_change_PC1"	"TotalSleep__Late2_Early2"	0.98036149370991	169
"PCA_sleep_change_PC1"	"TotalSleep__D6_D1"	0.955549201929293	169
"PCA_sleep_change_PC1"	"DarkSleep__Late2_Early2"	0.931878076674457	169
"PCA_sleep_change_PC1"	"DarkSleep__D6_D1"	0.901121276913132	169
"PCA_sleep_change_PC1"	"LightSleep__Late2_Early2"	0.820903982894933	169
"PCA_sleep_change_PC1"	"LightSleep__D6_D1"	0.811585699368505	169
"PCA_sleep_change_PC1"	"LongestBoutDark__Late2_Early2"	0.699632042165979	169
"PCA_sleep_change_PC1"	"LongestBoutDark__D6_D1"	0.662721893491124	169
"PCA_sleep_change_PC1"	"PDozeLight__D6_D1"	0.366305255238233	167
"PCA_sleep_change_PC1"	"LongestBoutDark__State_D2_D6"	0.344970414201184	169
"PCA_sleep_change_PC1"	"PDozeDark__Late2_Early2"	0.329642981452936	169
"PCA_sleep_change_PC1"	"TotalSleep__State_D2_D6"	0.329158172144598	169
"PCA_sleep_change_PC1"	"DarkSleep__State_D2_D6"	0.306506389538064	169
"PCA_sleep_change_PC1"	"PDozeDark__D6_D1"	0.294100243647755	169
"PCA_sleep_change_PC1"	"DawnAnticipation__D6_D1"	0.268507284570633	169
"PCA_sleep_change_PC1"	"DawnAnticipation__Late2_Early2"	0.229093530903486	169
"PCA_sleep_change_PC1"	"LightSleep__State_D2_D6"	0.224916712247029	169
"PCA_sleep_change_PC1"	"DawnAnticipation__State_D2_D6"	0.142949132315648	169
"PCA_sleep_change_PC1"	"DawnResponse__State_D2_D6"	0.131997496393477	169
"PCA_sleep_change_PC1"	"SleepAllocation__State_D2_D6"	0.0776465615832132	169
"PCA_sleep_change_PC1"	"DuskAnticipation__Late2_Early2"	0.0729951456810991	167
"PCA_sleep_change_PC1"	"DuskAnticipation__D6_D1"	0.0728230774292497	168
"PCA_sleep_change_PC1"	"LDInterdailyStability__State_D2_D6"	0.0493187807667446	169
"PCA_sleep_change_PC1"	"DuskAnticipation__State_D2_D6"	0.0479658426848384	166
"PCA_sleep_change_PC1"	"EveningPeakAmplitude__State_D2_D6"	0.0436825617821093	169
"PCA_sleep_change_PC1"	"WakingActivityDark__State_D2_D6"	0.0352568246233405	169
"PCA_sleep_change_PC1"	"WakingActivityDark__Late2_Early2"	0.0284396598876237	169
"PCA_sleep_change_PC1"	"DuskResponse__Late2_Early2"	0.0276614959857196	169
"PCA_sleep_change_PC1"	"PDozeDark__State_D2_D6"	0.0263512505593954	169
"PCA_sleep_change_PC1"	"WakingActivityDark__D6_D1"	0.0213738749937845	169
"PCA_sleep_change_PC1"	"LDIntradailyVariability__State_D2_D6"	0.014382676147382	169
"PCA_sleep_change_PC1"	"DuskResponse__D6_D1"	0.00370444035602407	169
"PCA_sleep_change_PC1"	"MorningPeakOffset__State_D2_D6"	0.000704396245843472	166
"PCA_sleep_change_PC1"	"LD24hLagCorrelation__State_D2_D6"	-0.000912435980309284	169
"PCA_sleep_change_PC1"	"DuskResponse__State_D2_D6"	-0.00329794844733571	169
"PCA_sleep_change_PC1"	"TwoHarmonicR2__Late2_Early2"	-0.00448510765252847	169
"PCA_sleep_change_PC1"	"OddEvenProfileCorrelation__State_D2_D6"	-0.01651086470091	169
"PCA_sleep_change_PC1"	"Harmonic24Amplitude__Late2_Early2"	-0.0320148177614241	169
"PCA_sleep_change_PC1"	"EveningPeakAmplitude__Late2_Early2"	-0.0323181343543335	169
"PCA_sleep_change_PC1"	"ActivityContrast__D6_D1"	-0.0497638108497837	169
"PCA_sleep_change_PC1"	"SleepAllocation__Late2_Early2"	-0.0499477897667943	169
"PCA_sleep_change_PC1"	"TwoHarmonicR2__State_D2_D6"	-0.0570235194669584	169
"PCA_sleep_change_PC1"	"Harmonic12Amplitude__State_D2_D6"	-0.0806150862711949	169
"PCA_sleep_change_PC1"	"EveningPeakAmplitude__D6_D1"	-0.0806225448759386	169
"PCA_sleep_change_PC1"	"TwoHarmonicR2__D6_D1"	-0.083765103674606	169
"PCA_sleep_change_PC1"	"ActivityContrast__Late2_Early2"	-0.0896698324300134	169
"PCA_sleep_change_PC1"	"Harmonic24Amplitude__State_D2_D6"	-0.108751429565909	169
"PCA_sleep_change_PC1"	"ActivityContrast__State_D2_D6"	-0.12491919844861	169
"PCA_sleep_change_PC1"	"Harmonic24Amplitude__D6_D1"	-0.141382825319477	169
"PCA_sleep_change_PC1"	"SleepAllocation__D6_D1"	-0.156886778379991	169
"PCA_sleep_change_PC1"	"Harmonic12Amplitude__Late2_Early2"	-0.159440107403908	169
"PCA_sleep_change_PC1"	"Harmonic12Amplitude__D6_D1"	-0.163766098155238	169
"PCA_sleep_change_PC1"	"ActivityLight__State_D2_D6"	-0.164745661578241	169
"PCA_sleep_change_PC1"	"FragmentationLight__State_D2_D6"	-0.19479806237061	168
"PCA_sleep_change_PC1"	"PWakeLight__State_D2_D6"	-0.209698672368356	169
"PCA_sleep_change_PC1"	"SiestaMoving__State_D2_D6"	-0.210921883546318	169
"PCA_sleep_change_PC1"	"MorningPeakAmplitude__State_D2_D6"	-0.216635174779971	169
"PCA_sleep_change_PC1"	"MovingLight__State_D2_D6"	-0.230545472626921	169
"PCA_sleep_change_PC1"	"ActivityDark__State_D2_D6"	-0.231124757595346	169
"PCA_sleep_change_PC1"	"MovingDark__State_D2_D6"	-0.280257073243499	169
"PCA_sleep_change_PC1"	"DarkCoreMoving__State_D2_D6"	-0.289983093829248	169
"PCA_sleep_change_PC1"	"FragmentationDark__State_D2_D6"	-0.321448461041221	169
"PCA_sleep_change_PC1"	"PWakeDark__State_D2_D6"	-0.336306001690617	169
"PCA_sleep_change_PC1"	"FragmentationLight__D6_D1"	-0.480714534334444	169
"PCA_sleep_change_PC1"	"FragmentationLight__Late2_Early2"	-0.572916719392998	168
"PCA_sleep_change_PC1"	"FragmentationDark__D6_D1"	-0.607224901795038	169
"PCA_sleep_change_PC1"	"FragmentationDark__Late2_Early2"	-0.619374968922481	169
"PCA_sleep_change_PC1"	"ActivityLight__D6_D1"	-0.641912386256278	169
"PCA_sleep_change_PC1"	"PWakeLight__D6_D1"	-0.666297051364925	169
"PCA_sleep_change_PC1"	"PWakeLight__Late2_Early2"	-0.684995773457312	169
"PCA_sleep_change_PC1"	"ActivityLight__Late2_Early2"	-0.692073989359057	169
"PCA_sleep_change_PC1"	"SiestaMoving__D6_D1"	-0.699248358639909	169
"PCA_sleep_change_PC1"	"ActivityDark__D6_D1"	-0.705419919447069	169
"PCA_sleep_change_PC1"	"ActivityDark__Late2_Early2"	-0.720650390333648	169
"PCA_sleep_change_PC1"	"SiestaMoving__Late2_Early2"	-0.721351499179554	169
"PCA_sleep_change_PC1"	"DarkCoreMoving__D6_D1"	-0.77615732683606	169
"PCA_sleep_change_PC1"	"MovingLight__Late2_Early2"	-0.782653771567799	169
"PCA_sleep_change_PC1"	"DarkCoreMoving__Late2_Early2"	-0.791405201133708	169
"PCA_sleep_change_PC1"	"PWakeDark__D6_D1"	-0.798003580130277	169
"PCA_sleep_change_PC1"	"MovingLight__D6_D1"	-0.812177415344836	169
"PCA_sleep_change_PC1"	"PWakeDark__Late2_Early2"	-0.837912087912088	169
"PCA_sleep_change_PC1"	"MovingDark__D6_D1"	-0.842571229675302	169
"PCA_sleep_change_PC1"	"MovingDark__Late2_Early2"	-0.865508925463677	169
"PCA_sleep_change_PC2"	"FragmentationLight__D6_D1"	0.326458157227388	169
"PCA_sleep_change_PC2"	"SiestaMoving__D6_D1"	0.272533857425005	169
"PCA_sleep_change_PC2"	"PWakeLight__D6_D1"	0.262125205111631	169
"PCA_sleep_change_PC2"	"ActivityLight__D6_D1"	0.251581224205659	169
"PCA_sleep_change_PC2"	"DarkCoreMoving__D6_D1"	0.239975635224504	169
"PCA_sleep_change_PC2"	"PDozeDark__Late2_Early2"	0.23312366366665	169
"PCA_sleep_change_PC2"	"SleepAllocation__D6_D1"	0.212249515190692	169
"PCA_sleep_change_PC2"	"SleepAllocation__Late2_Early2"	0.201817413355875	169
"PCA_sleep_change_PC2"	"FragmentationDark__D6_D1"	0.179938839441102	169
"PCA_sleep_change_PC2"	"FragmentationDark__Late2_Early2"	0.171309233752673	169
"PCA_sleep_change_PC2"	"DuskAnticipation__State_D2_D6"	0.170675079195388	166
"PCA_sleep_change_PC2"	"DarkCoreMoving__Late2_Early2"	0.169007011088459	169
"PCA_sleep_change_PC2"	"SiestaMoving__Late2_Early2"	0.164984336930038	169
"PCA_sleep_change_PC2"	"FragmentationDark__State_D2_D6"	0.156996171249565	169
"PCA_sleep_change_PC2"	"ActivityLight__Late2_Early2"	0.155405002237581	169
"PCA_sleep_change_PC2"	"PDozeDark__D6_D1"	0.138685296603849	169
"PCA_sleep_change_PC2"	"DarkCoreMoving__State_D2_D6"	0.135696882303217	169
"PCA_sleep_change_PC2"	"ActivityContrast__State_D2_D6"	0.134478643528417	169
"PCA_sleep_change_PC2"	"PWakeDark__State_D2_D6"	0.129687733081398	169
"PCA_sleep_change_PC2"	"PWakeLight__Late2_Early2"	0.126291581721446	169
"PCA_sleep_change_PC2"	"DuskResponse__State_D2_D6"	0.121095495683664	169
"PCA_sleep_change_PC2"	"MovingDark__State_D2_D6"	0.120449008005569	169
"PCA_sleep_change_PC2"	"FragmentationLight__Late2_Early2"	0.11842165204671	168
"PCA_sleep_change_PC2"	"MovingLight__Late2_Early2"	0.109029884143006	169
"PCA_sleep_change_PC2"	"ActivityDark__State_D2_D6"	0.100760777683855	169
"PCA_sleep_change_PC2"	"MovingLight__D6_D1"	0.0946820148177614	169
"PCA_sleep_change_PC2"	"Harmonic12Amplitude__State_D2_D6"	0.0855377654020188	169
"PCA_sleep_change_PC2"	"PWakeDark__D6_D1"	0.0619362537914574	169
"PCA_sleep_change_PC2"	"FragmentationLight__State_D2_D6"	0.0586299927617293	168
"PCA_sleep_change_PC2"	"PWakeDark__Late2_Early2"	0.0544652180398787	169
"PCA_sleep_change_PC2"	"DawnResponse__State_D2_D6"	0.0467269446614783	169
"PCA_sleep_change_PC2"	"DawnAnticipation__D6_D1"	0.0307219929391875	169
"PCA_sleep_change_PC2"	"PDozeLight__D6_D1"	0.0288656765642553	167
"PCA_sleep_change_PC2"	"DarkSleep__Late2_Early2"	0.0264929640495251	169
"PCA_sleep_change_PC2"	"TwoHarmonicR2__State_D2_D6"	0.0258689274526379	169
"PCA_sleep_change_PC2"	"EveningPeakAmplitude__State_D2_D6"	0.0162050619064194	169
"PCA_sleep_change_PC2"	"WakingActivityDark__State_D2_D6"	0.00952215205608871	169
"PCA_sleep_change_PC2"	"LightSleep__State_D2_D6"	0.00231713987370096	169
"PCA_sleep_change_PC2"	"DarkSleep__D6_D1"	0.00137486947441699	169
"PCA_sleep_change_PC2"	"PWakeLight__State_D2_D6"	-0.0052384267316394	169
"PCA_sleep_change_PC2"	"TotalSleep__Late2_Early2"	-0.00827159266073293	169
"PCA_sleep_change_PC2"	"ActivityLight__State_D2_D6"	-0.0137859877678882	169
"PCA_sleep_change_PC2"	"MovingLight__State_D2_D6"	-0.0201904430411218	169
"PCA_sleep_change_PC2"	"SiestaMoving__State_D2_D6"	-0.0362910844811297	169
"PCA_sleep_change_PC2"	"LD24hLagCorrelation__State_D2_D6"	-0.0504375714782955	169
"PCA_sleep_change_PC2"	"TotalSleep__D6_D1"	-0.0576152354432898	169
"PCA_sleep_change_PC2"	"LongestBoutDark__Late2_Early2"	-0.0807990651882055	169
"PCA_sleep_change_PC2"	"LongestBoutDark__D6_D1"	-0.0844164884888867	169
"PCA_sleep_change_PC2"	"OddEvenProfileCorrelation__State_D2_D6"	-0.0893043607975735	169
"PCA_sleep_change_PC2"	"MovingDark__D6_D1"	-0.0912336532246035	169
"PCA_sleep_change_PC2"	"WakingActivityDark__D6_D1"	-0.093401621003431	169
"PCA_sleep_change_PC2"	"LDInterdailyStability__State_D2_D6"	-0.101404703893392	169
"PCA_sleep_change_PC2"	"LDIntradailyVariability__State_D2_D6"	-0.113783501566307	169
"PCA_sleep_change_PC2"	"PDozeDark__State_D2_D6"	-0.11468350653871	169
"PCA_sleep_change_PC2"	"LongestBoutDark__State_D2_D6"	-0.115384615384615	169
"PCA_sleep_change_PC2"	"Harmonic24Amplitude__D6_D1"	-0.120197901645865	169
"PCA_sleep_change_PC2"	"DawnAnticipation__Late2_Early2"	-0.131828352642832	169
"PCA_sleep_change_PC2"	"LightSleep__D6_D1"	-0.133126149868231	169
"PCA_sleep_change_PC2"	"MovingDark__Late2_Early2"	-0.13418029933867	169
"PCA_sleep_change_PC2"	"TotalSleep__State_D2_D6"	-0.143006314952016	169
"PCA_sleep_change_PC2"	"SleepAllocation__State_D2_D6"	-0.145519864750634	169
"PCA_sleep_change_PC2"	"DarkSleep__State_D2_D6"	-0.146116553130128	169
"PCA_sleep_change_PC2"	"ActivityDark__D6_D1"	-0.149714086818159	169
"PCA_sleep_change_PC2"	"LightSleep__Late2_Early2"	-0.157115508925464	169
"PCA_sleep_change_PC2"	"MorningPeakAmplitude__State_D2_D6"	-0.157219929391875	169
"PCA_sleep_change_PC2"	"Harmonic24Amplitude__Late2_Early2"	-0.161399234249913	169
"PCA_sleep_change_PC2"	"ActivityDark__Late2_Early2"	-0.16781114812789	169
"PCA_sleep_change_PC2"	"WakingActivityDark__Late2_Early2"	-0.182576699318781	169
"PCA_sleep_change_PC2"	"Harmonic24Amplitude__State_D2_D6"	-0.19421212271891	169
"PCA_sleep_change_PC2"	"DuskResponse__Late2_Early2"	-0.239983242990974	169
"PCA_sleep_change_PC2"	"DuskResponse__D6_D1"	-0.26892745263786	169
"PCA_sleep_change_PC2"	"MorningPeakOffset__State_D2_D6"	-0.273490696591483	166
"PCA_sleep_change_PC2"	"DawnAnticipation__State_D2_D6"	-0.289570384366765	169
"PCA_sleep_change_PC2"	"TwoHarmonicR2__Late2_Early2"	-0.310839838894138	169
"PCA_sleep_change_PC2"	"TwoHarmonicR2__D6_D1"	-0.340686688876734	169
"PCA_sleep_change_PC2"	"ActivityContrast__D6_D1"	-0.342218189050768	169
"PCA_sleep_change_PC2"	"ActivityContrast__Late2_Early2"	-0.375110635970365	169
"PCA_sleep_change_PC2"	"DuskAnticipation__Late2_Early2"	-0.394088758799097	167
"PCA_sleep_change_PC2"	"DuskAnticipation__D6_D1"	-0.417291368235634	168
"PCA_sleep_change_PC2"	"EveningPeakAmplitude__D6_D1"	-0.5385460693153	169
"PCA_sleep_change_PC2"	"EveningPeakAmplitude__Late2_Early2"	-0.553112724379693	169
"PCA_sleep_change_PC2"	"Harmonic12Amplitude__D6_D1"	-0.59282979463975	169
"PCA_sleep_change_PC2"	"Harmonic12Amplitude__Late2_Early2"	-0.632517030480832	169
"PCA_sleep_change_PC3"	"ActivityContrast__D6_D1"	0.648500820446522	169
"PCA_sleep_change_PC3"	"ActivityContrast__Late2_Early2"	0.607948386455174	169
"PCA_sleep_change_PC3"	"LightSleep__Late2_Early2"	0.442175923623888	169
"PCA_sleep_change_PC3"	"LightSleep__D6_D1"	0.399927900154145	169
"PCA_sleep_change_PC3"	"FragmentationDark__D6_D1"	0.368425239918453	169
"PCA_sleep_change_PC3"	"DarkCoreMoving__D6_D1"	0.342832280841331	169
"PCA_sleep_change_PC3"	"FragmentationDark__Late2_Early2"	0.33123415046492	169
"PCA_sleep_change_PC3"	"DarkCoreMoving__Late2_Early2"	0.314168862811397	169
"PCA_sleep_change_PC3"	"PWakeDark__D6_D1"	0.263703943115708	169
"PCA_sleep_change_PC3"	"ActivityDark__Late2_Early2"	0.243548306896723	169
"PCA_sleep_change_PC3"	"ActivityDark__D6_D1"	0.237678384963453	169
"PCA_sleep_change_PC3"	"MovingDark__D6_D1"	0.221065585997713	169
"PCA_sleep_change_PC3"	"PWakeDark__Late2_Early2"	0.214725771965591	169
"PCA_sleep_change_PC3"	"MovingDark__Late2_Early2"	0.206001690617075	169
"PCA_sleep_change_PC3"	"TwoHarmonicR2__Late2_Early2"	0.188009049773756	169
"PCA_sleep_change_PC3"	"Harmonic12Amplitude__Late2_Early2"	0.131455422405649	169
"PCA_sleep_change_PC3"	"Harmonic12Amplitude__D6_D1"	0.127537168713639	169
"PCA_sleep_change_PC3"	"DuskResponse__State_D2_D6"	0.0901223771334128	169
"PCA_sleep_change_PC3"	"TwoHarmonicR2__D6_D1"	0.0854930137735568	169
"PCA_sleep_change_PC3"	"EveningPeakAmplitude__D6_D1"	0.0847222912833773	169
"PCA_sleep_change_PC3"	"EveningPeakAmplitude__Late2_Early2"	0.0627318382974492	169
"PCA_sleep_change_PC3"	"LDIntradailyVariability__State_D2_D6"	0.0585376162299239	169
"PCA_sleep_change_PC3"	"DuskAnticipation__Late2_Early2"	0.0581255732940316	167
"PCA_sleep_change_PC3"	"ActivityContrast__State_D2_D6"	0.0581224205658595	169
"PCA_sleep_change_PC3"	"TotalSleep__Late2_Early2"	0.0532022276366168	169
"PCA_sleep_change_PC3"	"DarkCoreMoving__State_D2_D6"	0.0526975287156283	169
"PCA_sleep_change_PC3"	"WakingActivityDark__D6_D1"	0.0458057779324748	169
"PCA_sleep_change_PC3"	"DuskAnticipation__D6_D1"	0.0323140700846827	168
"PCA_sleep_change_PC3"	"FragmentationDark__State_D2_D6"	0.0302322112276863	169
"PCA_sleep_change_PC3"	"ActivityDark__State_D2_D6"	0.028698224852071	169
"PCA_sleep_change_PC3"	"PWakeDark__State_D2_D6"	0.0278379991049674	169
"PCA_sleep_change_PC3"	"PDozeDark__State_D2_D6"	0.0234274774998757	169
"PCA_sleep_change_PC3"	"TotalSleep__D6_D1"	0.023153995325941	169
"PCA_sleep_change_PC3"	"LightSleep__State_D2_D6"	0.0155437322858137	169
"PCA_sleep_change_PC3"	"MovingDark__State_D2_D6"	0.0134230023370295	169
"PCA_sleep_change_PC3"	"WakingActivityDark__Late2_Early2"	0.0031326139923425	169
"PCA_sleep_change_PC3"	"DawnResponse__State_D2_D6"	0.00140594786805001	169
"PCA_sleep_change_PC3"	"MorningPeakOffset__State_D2_D6"	-0.00173278853027789	166
"PCA_sleep_change_PC3"	"DuskAnticipation__State_D2_D6"	-0.00381056069678824	166
"PCA_sleep_change_PC3"	"DuskResponse__Late2_Early2"	-0.00623415433976199	169
"PCA_sleep_change_PC3"	"WakingActivityDark__State_D2_D6"	-0.00663815822186863	169
"PCA_sleep_change_PC3"	"PDozeLight__D6_D1"	-0.00731497418244406	167
"PCA_sleep_change_PC3"	"PDozeDark__Late2_Early2"	-0.0112724379692706	169
"PCA_sleep_change_PC3"	"SleepAllocation__State_D2_D6"	-0.0141837800208841	169
"PCA_sleep_change_PC3"	"PWakeLight__State_D2_D6"	-0.0217318880214808	169
"PCA_sleep_change_PC3"	"TotalSleep__State_D2_D6"	-0.0238501317686838	169
"PCA_sleep_change_PC3"	"LongestBoutDark__State_D2_D6"	-0.031015364725772	169
"PCA_sleep_change_PC3"	"SiestaMoving__State_D2_D6"	-0.0322385759037343	169
"PCA_sleep_change_PC3"	"PDozeDark__D6_D1"	-0.0324150962160012	169
"PCA_sleep_change_PC3"	"DarkSleep__State_D2_D6"	-0.0337203520461439	169
"PCA_sleep_change_PC3"	"Harmonic12Amplitude__State_D2_D6"	-0.0389165133509025	169
"PCA_sleep_change_PC3"	"MovingLight__State_D2_D6"	-0.042193327034956	169
