Genotype	value	n_batches	total_flies	phenotype
"DGRP822"	0.223787667971572	1	28	"MovingLight__State_D2_D6"
"DGRP83"	0.241660617599362	1	17	"MovingLight__State_D2_D6"
"DGRP832"	0.428696009813975	2	25	"MovingLight__State_D2_D6"
"DGRP837"	0.185702090821927	2	36	"MovingLight__State_D2_D6"
"DGRP843"	0.122352814874056	1	22	"MovingLight__State_D2_D6"
"DGRP85"	0.351163144687686	1	21	"MovingLight__State_D2_D6"
"DGRP850"	0.35631850400644	1	19	"MovingLight__State_D2_D6"
"DGRP852"	0.171124847472117	1	25	"MovingLight__State_D2_D6"
"DGRP855"	0.234860170673107	1	22	"MovingLight__State_D2_D6"
"DGRP857"	0.55444350400644	1	28	"MovingLight__State_D2_D6"
"DGRP859"	0.678624847472116	1	31	"MovingLight__State_D2_D6"
"DGRP861"	0.611526837339774	1	20	"MovingLight__State_D2_D6"
"DGRP879"	0.136735170673107	1	19	"MovingLight__State_D2_D6"
"DGRP88"	0.388415619048104	1	22	"MovingLight__State_D2_D6"
"DGRP890"	0.36963551822128	2	55	"MovingLight__State_D2_D6"
"DGRP897"	0.21443614820739	1	24	"MovingLight__State_D2_D6"
"DGRP900"	0.334026837339773	1	28	"MovingLight__State_D2_D6"
"DGRP907"	0.347150035137655	1	30	"MovingLight__State_D2_D6"
"DGRP908"	0.131941701804322	1	18	"MovingLight__State_D2_D6"
"DGRP91"	0.222892309059442	1	25	"MovingLight__State_D2_D6"
"DGRP911"	0.427163095713718	1	24	"MovingLight__State_D2_D6"
"DGRP913"	0.10756114820739	1	20	"MovingLight__State_D2_D6"
"DGRP93"	0.173010081004556	1	30	"MovingLight__State_D2_D6"
"DGRP100"	0.0281501555617022	1	28	"MovingLight__D6_D1"
"DGRP101"	0.0722998642601824	1	27	"MovingLight__D6_D1"
"DGRP105"	-0.000130971614213257	1	20	"MovingLight__D6_D1"
"DGRP109"	0.0458584888950355	1	30	"MovingLight__D6_D1"
"DGRP129"	-0.00205817777163118	1	29	"MovingLight__D6_D1"
"DGRP136"	0.088527158012364	1	22	"MovingLight__D6_D1"
"DGRP142"	0.109400155561702	1	30	"MovingLight__D6_D1"
"DGRP149"	-0.237474844438298	1	29	"MovingLight__D6_D1"
"DGRP161"	-0.087656055601299	2	35	"MovingLight__D6_D1"
"DGRP181"	0.130552924877042	2	43	"MovingLight__D6_D1"
"DGRP189"	0.0975941917257005	2	39	"MovingLight__D6_D1"
"DGRP195"	0.0374772159994954	2	33	"MovingLight__D6_D1"
"DGRP208"	0.178808786784861	2	54	"MovingLight__D6_D1"
"DGRP217"	0.132635015174968	2	41	"MovingLight__D6_D1"
"DGRP228"	0.0563543098607959	1	23	"MovingLight__D6_D1"
"DGRP229"	0.0708584888950355	1	30	"MovingLight__D6_D1"
"DGRP235"	-0.0501518829487598	2	28	"MovingLight__D6_D1"
"DGRP239"	0.0143864009167485	2	44	"MovingLight__D6_D1"
"DGRP26"	-0.0377679931429571	2	39	"MovingLight__D6_D1"
"DGRP287"	0.0438543098607961	1	24	"MovingLight__D6_D1"
"DGRP301"	-0.0418533710768241	1	23	"MovingLight__D6_D1"
"DGRP303"	0.0362494826437343	2	42	"MovingLight__D6_D1"
"DGRP304"	0.0440619826437343	2	48	"MovingLight__D6_D1"
"DGRP307"	0.121666149310401	2	51	"MovingLight__D6_D1"
"DGRP309"	0.135504833396286	2	40	"MovingLight__D6_D1"
"DGRP31"	0.0306331975935158	1	24	"MovingLight__D6_D1"
"DGRP310"	0.117208935153588	2	49	"MovingLight__D6_D1"
"DGRP313"	-0.0330213506895991	2	58	"MovingLight__D6_D1"
"DGRP317"	0.0644672598686353	1	25	"MovingLight__D6_D1"
"DGRP318"	0.132716530926849	1	24	"MovingLight__D6_D1"
"DGRP319"	0.00582188213256744	3	44	"MovingLight__D6_D1"
"DGRP32"	0.156463273456814	1	29	"MovingLight__D6_D1"
"DGRP320"	-0.00980766660371339	2	31	"MovingLight__D6_D1"
"DGRP321"	0.120044953070215	2	47	"MovingLight__D6_D1"
"DGRP324"	0.157082815977068	2	55	"MovingLight__D6_D1"
"DGRP332"	-0.0415784999370465	2	39	"MovingLight__D6_D1"
"DGRP335"	-0.00632123705754155	3	40	"MovingLight__D6_D1"
"DGRP336"	0.0100725680026469	4	61	"MovingLight__D6_D1"
"DGRP338"	0.0244820885993218	2	39	"MovingLight__D6_D1"
"DGRP348"	-0.037616073464698	1	20	"MovingLight__D6_D1"
"DGRP350"	0.0738422598686351	1	20	"MovingLight__D6_D1"
"DGRP352"	0.141550593201968	1	25	"MovingLight__D6_D1"
"DGRP354"	-0.028219650767629	2	51	"MovingLight__D6_D1"
"DGRP355"	-0.0740315614038931	1	29	"MovingLight__D6_D1"
"DGRP356"	0.0851705424339508	2	44	"MovingLight__D6_D1"
"DGRP357"	0.0687632845233298	1	24	"MovingLight__D6_D1"
"DGRP358"	0.0310411493104009	2	47	"MovingLight__D6_D1"
"DGRP359"	0.12805177192944	1	23	"MovingLight__D6_D1"
"DGRP360"	0.0940619826437341	2	47	"MovingLight__D6_D1"
"DGRP361"	-0.00541517786649401	2	27	"MovingLight__D6_D1"
"DGRP362"	-0.0293755173562665	2	59	"MovingLight__D6_D1"
"DGRP365"	-0.141853371076823	1	23	"MovingLight__D6_D1"
"DGRP370"	0.0176351052627738	1	25	"MovingLight__D6_D1"
"DGRP371"	0.136385105262774	1	28	"MovingLight__D6_D1"
"DGRP374"	0.0591189915514224	1	26	"MovingLight__D6_D1"
"DGRP375"	0.00552031597706516	2	44	"MovingLight__D6_D1"
"DGRP377"	0.233260105262774	1	22	"MovingLight__D6_D1"
"DGRP379"	-0.0678393049475466	1	24	"MovingLight__D6_D1"
"DGRP38"	0.110300593201968	1	25	"MovingLight__D6_D1"
"DGRP380"	0.0463567450190089	3	63	"MovingLight__D6_D1"
"DGRP381"	-0.207364894737227	1	28	"MovingLight__D6_D1"
"DGRP382"	0.0719216364326037	2	32	"MovingLight__D6_D1"
"DGRP383"	-0.0072450302340628	1	21	"MovingLight__D6_D1"
"DGRP385"	0.0884684385961068	1	29	"MovingLight__D6_D1"
"DGRP386"	0.102551511390939	2	41	"MovingLight__D6_D1"
"DGRP390"	0.10930177192944	1	23	"MovingLight__D6_D1"
"DGRP391"	0.0101416435693564	4	91	"MovingLight__D6_D1"
"DGRP392"	-0.042661696900729	1	31	"MovingLight__D6_D1"
"DGRP395"	0.0510883030992711	1	25	"MovingLight__D6_D1"
"DGRP397"	0.0219216364326044	1	30	"MovingLight__D6_D1"
"DGRP399"	0.177996455086136	2	46	"MovingLight__D6_D1"
"DGRP40"	0.047842744219278	3	50	"MovingLight__D6_D1"
"DGRP405"	-0.106203363567396	1	24	"MovingLight__D6_D1"
"DGRP406"	-0.129120030234062	1	22	"MovingLight__D6_D1"
"DGRP409"	0.0348725377657345	2	34	"MovingLight__D6_D1"
"DGRP41"	0.0564632734568142	1	25	"MovingLight__D6_D1"
"DGRP426"	-0.0259950302340624	1	15	"MovingLight__D6_D1"
"DGRP427"	0.0177549697659378	1	22	"MovingLight__D6_D1"
"DGRP437"	0.0780637396437746	3	52	"MovingLight__D6_D1"
"DGRP439"	-0.0489116969007289	1	27	"MovingLight__D6_D1"
"DGRP440"	-0.184328363567396	1	25	"MovingLight__D6_D1"
"DGRP441"	0.023722617028346	3	63	"MovingLight__D6_D1"
"DGRP443"	-0.0509950302340623	1	25	"MovingLight__D6_D1"
"DGRP45"	0.0252132734568142	1	25	"MovingLight__D6_D1"
"DGRP461"	0.0484839228778796	1	14	"MovingLight__D6_D1"
"DGRP48"	0.127296606790147	1	22	"MovingLight__D6_D1"
"DGRP486"	0.0926324840394426	2	38	"MovingLight__D6_D1"
"DGRP491"	-0.0028202119258136	2	39	"MovingLight__D6_D1"
"DGRP492"	-0.0567325686880747	3	42	"MovingLight__D6_D1"
"DGRP502"	-0.201347007404546	2	43	"MovingLight__D6_D1"
"DGRP505"	-0.0942831265306107	1	20	"MovingLight__D6_D1"
"DGRP509"	0.179897023086648	1	22	"MovingLight__D6_D1"
"DGRP513"	-0.208606177798331	3	55	"MovingLight__D6_D1"
"DGRP517"	0.0584862355185816	2	41	"MovingLight__D6_D1"
"DGRP528"	0.0668680027376764	2	44	"MovingLight__D6_D1"
"DGRP531"	-0.131340733963498	1	16	"MovingLight__D6_D1"
"DGRP535"	-0.103528086386707	2	51	"MovingLight__D6_D1"
"DGRP551"	0.20000184215415	1	26	"MovingLight__D6_D1"
"DGRP555"	-0.0324202115805311	2	45	"MovingLight__D6_D1"
"DGRP559"	0.101600744491515	1	21	"MovingLight__D6_D1"
"DGRP563"	0.268267411158181	1	28	"MovingLight__D6_D1"
"DGRP566"	0.334934077824848	1	23	"MovingLight__D6_D1"
"DGRP57"	0.0189632734568141	1	21	"MovingLight__D6_D1"
"DGRP584"	0.000491971042514958	2	28	"MovingLight__D6_D1"
"DGRP589"	0.0352175326079359	1	21	"MovingLight__D6_D1"
"DGRP59"	0.038966530926849	1	27	"MovingLight__D6_D1"
"DGRP595"	-0.149049067296832	1	31	"MovingLight__D6_D1"
"DGRP596"	0.111367599369835	1	30	"MovingLight__D6_D1"
"DGRP627"	-0.0442325888418189	1	17	"MovingLight__D6_D1"
"DGRP630"	0.0421645935714454	2	42	"MovingLight__D6_D1"
"DGRP634"	0.120742599369835	1	24	"MovingLight__D6_D1"
"DGRP639"	0.0858616507061091	2	32	"MovingLight__D6_D1"
"DGRP69"	0.110077448706312	2	32	"MovingLight__D6_D1"
"DGRP703"	0.251215508588056	1	31	"MovingLight__D6_D1"
"DGRP705"	0.00928829005658501	2	41	"MovingLight__D6_D1"
"DGRP707"	0.0355682013548019	2	28	"MovingLight__D6_D1"
"DGRP712"	0.130132484039442	2	39	"MovingLight__D6_D1"
"DGRP714"	-0.0251867044101577	1	19	"MovingLight__D6_D1"
"DGRP716"	0.0678821752547232	1	19	"MovingLight__D6_D1"
"DGRP721"	0.0891007444915146	1	21	"MovingLight__D6_D1"
"DGRP73"	-0.132513043905766	1	16	"MovingLight__D6_D1"
"DGRP730"	0.108725621752802	2	58	"MovingLight__D6_D1"
"DGRP732"	0.0431533173727759	2	41	"MovingLight__D6_D1"
"DGRP737"	0.22204884192139	1	29	"MovingLight__D6_D1"
"DGRP738"	0.136903827178542	1	28	"MovingLight__D6_D1"
"DGRP748"	0.00987292690477867	2	42	"MovingLight__D6_D1"
"DGRP75"	-0.0258283932098527	1	24	"MovingLight__D6_D1"
"DGRP757"	0.116930164338643	2	40	"MovingLight__D6_D1"
"DGRP761"	0.00394528942756699	1	17	"MovingLight__D6_D1"
"DGRP765"	-0.104171528642104	3	76	"MovingLight__D6_D1"
"DGRP774"	0.199813295589845	1	26	"MovingLight__D6_D1"
"DGRP776"	0.0932674111581813	1	23	"MovingLight__D6_D1"
"DGRP783"	0.146047386438651	2	56	"MovingLight__D6_D1"
"DGRP786"	0.0102299622565097	1	27	"MovingLight__D6_D1"
"DGRP787"	0.0824655085880565	1	29	"MovingLight__D6_D1"
"DGRP796"	-0.0891584690731509	1	22	"MovingLight__D6_D1"
"DGRP799"	0.173771628923175	1	30	"MovingLight__D6_D1"
"DGRP801"	-0.0512630439057661	1	24	"MovingLight__D6_D1"
"DGRP802"	-0.0314491340587307	1	23	"MovingLight__D6_D1"
"DGRP805"	-0.0575130439057661	1	26	"MovingLight__D6_D1"
"DGRP808"	-0.0039928247452766	1	24	"MovingLight__D6_D1"
"DGRP810"	0.0883425326079358	1	30	"MovingLight__D6_D1"
"DGRP812"	-0.108671308258281	1	17	"MovingLight__D6_D1"
"DGRP818"	-0.0345963772390996	1	18	"MovingLight__D6_D1"
"DGRP819"	-0.0231380439057663	1	31	"MovingLight__D6_D1"
"DGRP820"	0.140738278990072	2	44	"MovingLight__D6_D1"
"DGRP821"	-0.130610345703677	2	30	"MovingLight__D6_D1"
"DGRP822"	0.101992599369835	1	28	"MovingLight__D6_D1"
"DGRP83"	-0.163288826476291	1	17	"MovingLight__D6_D1"
"DGRP832"	0.0288613259287863	2	25	"MovingLight__D6_D1"
"DGRP837"	0.0425857440965923	2	36	"MovingLight__D6_D1"
"DGRP843"	0.0248690283857868	1	22	"MovingLight__D6_D1"
"DGRP85"	0.00646327345681422	1	21	"MovingLight__D6_D1"
"DGRP850"	0.00799535840838608	1	19	"MovingLight__D6_D1"
"DGRP852"	-0.0647700377434911	1	25	"MovingLight__D6_D1"
"DGRP855"	0.0152870250750529	1	22	"MovingLight__D6_D1"
"DGRP857"	0.327787025075053	1	28	"MovingLight__D6_D1"
"DGRP859"	0.0935632955898432	1	31	"MovingLight__D6_D1"
"DGRP861"	-0.0065879749249473	1	20	"MovingLight__D6_D1"
"DGRP879"	0.020495358408386	1	19	"MovingLight__D6_D1"
"DGRP88"	0.0353005932019684	1	22	"MovingLight__D6_D1"
"DGRP890"	0.140145720645613	2	55	"MovingLight__D6_D1"
"DGRP897"	0.0727856950524534	1	24	"MovingLight__D6_D1"
"DGRP900"	0.0486203584083861	1	28	"MovingLight__D6_D1"
"DGRP907"	0.102257175254723	1	30	"MovingLight__D6_D1"
"DGRP908"	0.0637155085880566	1	18	"MovingLight__D6_D1"
"DGRP911"	0.0998008659412693	1	24	"MovingLight__D6_D1"
"DGRP913"	-0.0678393049475464	1	20	"MovingLight__D6_D1"
"DGRP93"	0.101066822228369	1	30	"MovingLight__D6_D1"
"DGRP100"	0.0722580507407407	1	28	"MovingLight__Late2_Early2"
"DGRP101"	0.0633538678825427	1	27	"MovingLight__Late2_Early2"
"DGRP105"	0.0330224923796516	1	20	"MovingLight__Late2_Early2"
"DGRP109"	0.0706955507407407	1	30	"MovingLight__Late2_Early2"
"DGRP129"	0.0170497174074073	1	29	"MovingLight__Late2_Early2"
"DGRP136"	0.0847025885371523	1	22	"MovingLight__Late2_Early2"
"DGRP142"	0.127987217407407	1	30	"MovingLight__Late2_Early2"
"DGRP149"	-0.149616949259259	1	29	"MovingLight__Late2_Early2"
"DGRP161"	-0.0724537371853489	2	35	"MovingLight__Late2_Early2"
"DGRP181"	0.0999122343596487	2	43	"MovingLight__Late2_Early2"
"DGRP189"	0.0819481018520979	2	39	"MovingLight__Late2_Early2"
"DGRP195"	0.0341682616919421	2	33	"MovingLight__Late2_Early2"
"DGRP208"	0.174341522334863	2	54	"MovingLight__Late2_Early2"
"DGRP217"	0.102955144430703	2	41	"MovingLight__Late2_Early2"
"DGRP228"	0.0158898938357896	1	23	"MovingLight__Late2_Early2"
"DGRP229"	0.0191330507407407	1	30	"MovingLight__Late2_Early2"
"DGRP235"	-0.0399886431742917	2	28	"MovingLight__Late2_Early2"
"DGRP239"	0.0309965180177309	2	44	"MovingLight__Late2_Early2"
"DGRP26"	-0.0176289321752381	2	39	"MovingLight__Late2_Early2"
"DGRP287"	0.0591190605024566	1	24	"MovingLight__Late2_Early2"
"DGRP301"	0.0257499475007034	1	23	"MovingLight__Late2_Early2"
"DGRP303"	0.0384122559109962	2	42	"MovingLight__Late2_Early2"
"DGRP304"	0.0436205892443296	2	48	"MovingLight__Late2_Early2"
"DGRP307"	0.0696622559109958	2	51	"MovingLight__Late2_Early2"
"DGRP309"	0.121863166229102	2	40	"MovingLight__Late2_Early2"
"DGRP31"	0.0482497012158761	1	24	"MovingLight__Late2_Early2"
"DGRP310"	0.113740548819051	2	49	"MovingLight__Late2_Early2"
"DGRP313"	-0.0350252440890044	2	58	"MovingLight__Late2_Early2"
"DGRP317"	0.0608241892564647	1	25	"MovingLight__Late2_Early2"
"DGRP318"	0.0774163678825427	1	24	"MovingLight__Late2_Early2"
"DGRP319"	0.024000994806531	3	44	"MovingLight__Late2_Early2"
"DGRP32"	0.141735825781118	1	29	"MovingLight__Late2_Early2"
"DGRP320"	0.00988399956243509	2	31	"MovingLight__Late2_Early2"
"DGRP321"	0.124498337275593	2	47	"MovingLight__Late2_Early2"
"DGRP324"	0.0837247559109961	2	55	"MovingLight__Late2_Early2"
"DGRP332"	-0.00678266710423137	2	39	"MovingLight__Late2_Early2"
"DGRP335"	-0.00700324250819794	3	40	"MovingLight__Late2_Early2"
"DGRP336"	0.00720959500866845	4	61	"MovingLight__Late2_Early2"
"DGRP338"	0.0346173432552983	2	39	"MovingLight__Late2_Early2"
"DGRP348"	0.00665752258979803	1	20	"MovingLight__Late2_Early2"
"DGRP350"	0.092595022589798	1	20	"MovingLight__Late2_Early2"
"DGRP352"	0.112907522589798	1	25	"MovingLight__Late2_Early2"
"DGRP354"	-0.000567775571442636	2	51	"MovingLight__Late2_Early2"
"DGRP355"	-0.0322722403993501	1	29	"MovingLight__Late2_Early2"
"DGRP356"	0.0881063724476856	2	44	"MovingLight__Late2_Early2"
"DGRP357"	0.129836636640912	1	24	"MovingLight__Late2_Early2"
"DGRP358"	0.0118497559109962	2	47	"MovingLight__Late2_Early2"
"DGRP359"	0.143769426267317	1	23	"MovingLight__Late2_Early2"
"DGRP360"	0.0717455892443291	2	47	"MovingLight__Late2_Early2"
"DGRP361"	0.00853022996245217	2	27	"MovingLight__Late2_Early2"
"DGRP362"	-0.0251294107556715	2	59	"MovingLight__Late2_Early2"
"DGRP365"	-0.0909167191659622	1	23	"MovingLight__Late2_Early2"
"DGRP370"	0.0250194262673167	1	25	"MovingLight__Late2_Early2"
"DGRP371"	0.160436092933983	1	28	"MovingLight__Late2_Early2"
"DGRP374"	0.0706754993913168	1	26	"MovingLight__Late2_Early2"
"DGRP375"	-0.00143149408900622	2	44	"MovingLight__Late2_Early2"
"DGRP377"	0.182311092933984	1	22	"MovingLight__Late2_Early2"
"DGRP379"	-0.0122900076203485	1	24	"MovingLight__Late2_Early2"
"DGRP38"	0.130615855923131	1	25	"MovingLight__Late2_Early2"
"DGRP380"	0.0340167552860273	3	63	"MovingLight__Late2_Early2"
"DGRP381"	-0.139563907066017	1	28	"MovingLight__Late2_Early2"
"DGRP382"	0.0581229588890188	2	32	"MovingLight__Late2_Early2"
"DGRP383"	0.00603962555568478	1	21	"MovingLight__Late2_Early2"
"DGRP385"	0.0927277596006498	1	29	"MovingLight__Late2_Early2"
"DGRP386"	0.0646967015672876	2	41	"MovingLight__Late2_Early2"
"DGRP390"	0.0916860929339832	1	23	"MovingLight__Late2_Early2"
"DGRP391"	0.00916636941795265	4	91	"MovingLight__Late2_Early2"
"DGRP392"	-0.0470853744443146	1	31	"MovingLight__Late2_Early2"
"DGRP395"	0.0424979588890187	1	25	"MovingLight__Late2_Early2"
"DGRP397"	-0.0116687077776478	1	30	"MovingLight__Late2_Early2"
"DGRP399"	0.115687383233383	2	46	"MovingLight__Late2_Early2"
"DGRP40"	0.0201815019866823	3	50	"MovingLight__Late2_Early2"
"DGRP405"	-0.105418707777648	1	24	"MovingLight__Late2_Early2"
"DGRP406"	-0.121564541110981	1	22	"MovingLight__Late2_Early2"
"DGRP409"	0.0112049493688721	2	34	"MovingLight__Late2_Early2"
"DGRP41"	0.0500691591144513	1	25	"MovingLight__Late2_Early2"
"DGRP426"	0.000831292222352328	1	15	"MovingLight__Late2_Early2"
"DGRP427"	-0.0288562077776479	1	22	"MovingLight__Late2_Early2"
"DGRP437"	0.0725006233647884	3	52	"MovingLight__Late2_Early2"
"DGRP439"	-0.0429187077776479	1	27	"MovingLight__Late2_Early2"
"DGRP440"	-0.184585374444314	1	25	"MovingLight__Late2_Early2"
"DGRP441"	0.013052596351953	3	63	"MovingLight__Late2_Early2"
"DGRP443"	-0.0783353744443146	1	25	"MovingLight__Late2_Early2"
"DGRP45"	-0.000972507552215326	1	25	"MovingLight__Late2_Early2"
"DGRP461"	0.0316949938378694	1	14	"MovingLight__Late2_Early2"
"DGRP48"	0.122464992447784	1	22	"MovingLight__Late2_Early2"
"DGRP486"	0.0859910299468867	2	38	"MovingLight__Late2_Early2"
"DGRP491"	0.00132366420525998	2	39	"MovingLight__Late2_Early2"
"DGRP492"	-0.0394914687261094	3	42	"MovingLight__Late2_Early2"
"DGRP502"	-0.141171753839918	2	43	"MovingLight__Late2_Early2"
"DGRP505"	-0.0350260395650537	1	20	"MovingLight__Late2_Early2"
"DGRP509"	0.168820950692428	1	22	"MovingLight__Late2_Early2"
"DGRP513"	-0.15415545917752	3	55	"MovingLight__Late2_Early2"
"DGRP517"	0.0246923758668199	2	41	"MovingLight__Late2_Early2"
"DGRP528"	0.082382308633797	2	44	"MovingLight__Late2_Early2"
"DGRP531"	-0.0666276572433232	1	16	"MovingLight__Late2_Early2"
"DGRP535"	-0.0458259667672331	2	51	"MovingLight__Late2_Early2"
"DGRP551"	0.190878622926248	1	26	"MovingLight__Late2_Early2"
"DGRP555"	-0.0132188667666174	2	45	"MovingLight__Late2_Early2"
"DGRP559"	0.107330535602493	1	21	"MovingLight__Late2_Early2"
"DGRP563"	0.212973802825875	1	28	"MovingLight__Late2_Early2"
"DGRP566"	0.231849933653989	1	23	"MovingLight__Late2_Early2"
"DGRP57"	0.0396524924477846	1	21	"MovingLight__Late2_Early2"
"DGRP584"	0.00157393451913555	2	28	"MovingLight__Late2_Early2"
"DGRP589"	0.0244896079096319	1	21	"MovingLight__Late2_Early2"
"DGRP59"	0.00814553454920947	1	27	"MovingLight__Late2_Early2"
"DGRP595"	-0.124960990576657	1	31	"MovingLight__Late2_Early2"
"DGRP596"	0.0661848427566767	1	30	"MovingLight__Late2_Early2"
"DGRP627"	-0.101302902114975	1	17	"MovingLight__Late2_Early2"
"DGRP630"	0.0481296699208291	2	42	"MovingLight__Late2_Early2"
"DGRP634"	0.0505598427566763	1	24	"MovingLight__Late2_Early2"
"DGRP639"	0.0854701966135533	2	32	"MovingLight__Late2_Early2"
"DGRP69"	0.0871752069198666	2	32	"MovingLight__Late2_Early2"
"DGRP703"	0.20070860525845	1	31	"MovingLight__Late2_Early2"
"DGRP705"	0.0423766254041402	2	41	"MovingLight__Late2_Early2"
"DGRP707"	0.0161727939408852	2	28	"MovingLight__Late2_Early2"
"DGRP712"	0.10682436328022	2	39	"MovingLight__Late2_Early2"
"DGRP714"	-0.0305000524992965	1	19	"MovingLight__Late2_Early2"
"DGRP716"	0.0611252719251168	1	19	"MovingLight__Late2_Early2"
"DGRP721"	-0.0120522932075283	1	21	"MovingLight__Late2_Early2"
"DGRP73"	-0.105883983794041	1	16	"MovingLight__Late2_Early2"
"DGRP730"	0.0659477999000492	2	58	"MovingLight__Late2_Early2"
"DGRP732"	0.0813035299468867	2	41	"MovingLight__Late2_Early2"
"DGRP737"	0.179875271925117	1	29	"MovingLight__Late2_Early2"
"DGRP738"	0.0876414037830106	1	28	"MovingLight__Late2_Early2"
"DGRP748"	0.0189613722520747	2	42	"MovingLight__Late2_Early2"
"DGRP75"	-0.00461834088554897	1	24	"MovingLight__Late2_Early2"
"DGRP757"	0.08205267377141	2	40	"MovingLight__Late2_Early2"
"DGRP761"	-0.0407798171273744	1	17	"MovingLight__Late2_Early2"
"DGRP765"	-0.102516258234071	3	76	"MovingLight__Late2_Early2"
"DGRP774"	0.158041614167372	1	26	"MovingLight__Late2_Early2"
"DGRP776"	0.0906877902997786	1	23	"MovingLight__Late2_Early2"
"DGRP783"	0.120128671263167	2	56	"MovingLight__Late2_Early2"
"DGRP786"	0.0184582808340375	1	27	"MovingLight__Late2_Early2"
"DGRP787"	0.0861252719251167	1	29	"MovingLight__Late2_Early2"
"DGRP796"	-0.0840419654507901	1	22	"MovingLight__Late2_Early2"
"DGRP799"	0.208041614167369	1	30	"MovingLight__Late2_Early2"
"DGRP801"	-0.0626548171273743	1	24	"MovingLight__Late2_Early2"
"DGRP802"	-0.0244687254237013	1	23	"MovingLight__Late2_Early2"
"DGRP805"	-0.060571483794041	1	26	"MovingLight__Late2_Early2"
"DGRP808"	0.0408127719251169	1	24	"MovingLight__Late2_Early2"
"DGRP810"	0.058864607909632	1	30	"MovingLight__Late2_Early2"
"DGRP812"	-0.043211453151188	1	17	"MovingLight__Late2_Early2"
"DGRP818"	-0.0465089837940411	1	18	"MovingLight__Late2_Early2"
"DGRP819"	-0.0480714837940412	1	31	"MovingLight__Late2_Early2"
"DGRP820"	0.147504981211015	2	44	"MovingLight__Late2_Early2"
"DGRP821"	-0.0816573997015228	2	30	"MovingLight__Late2_Early2"
"DGRP822"	0.0854556760900099	1	28	"MovingLight__Late2_Early2"
"DGRP83"	-0.134556015508571	1	17	"MovingLight__Late2_Early2"
"DGRP832"	0.00440116282674836	2	25	"MovingLight__Late2_Early2"
"DGRP837"	0.0733467952765855	2	36	"MovingLight__Late2_Early2"
"DGRP843"	0.0278141590463183	1	22	"MovingLight__Late2_Early2"
"DGRP85"	-0.0197225075522153	1	21	"MovingLight__Late2_Early2"
"DGRP850"	0.041163546848812	1	19	"MovingLight__Late2_Early2"
"DGRP852"	-0.00966671916596305	1	25	"MovingLight__Late2_Early2"
"DGRP855"	0.00939271351547863	1	22	"MovingLight__Late2_Early2"
"DGRP857"	0.239601046848812	1	28	"MovingLight__Late2_Early2"
"DGRP859"	0.0934582808340379	1	31	"MovingLight__Late2_Early2"
"DGRP861"	0.00574688018214534	1	20	"MovingLight__Late2_Early2"
"DGRP879"	0.028663546848812	1	19	"MovingLight__Late2_Early2"
"DGRP88"	0.059782522589798	1	22	"MovingLight__Late2_Early2"
"DGRP890"	0.146727974007563	2	55	"MovingLight__Late2_Early2"
"DGRP897"	0.0564599923796517	1	24	"MovingLight__Late2_Early2"
"DGRP900"	0.061476046848812	1	28	"MovingLight__Late2_Early2"
"DGRP907"	0.0923752719251167	1	30	"MovingLight__Late2_Early2"
"DGRP908"	0.0710211052584501	1	18	"MovingLight__Late2_Early2"
"DGRP911"	0.0786562745762987	1	24	"MovingLight__Late2_Early2"
"DGRP913"	-0.0195816742870148	1	20	"MovingLight__Late2_Early2"
