deleted_line	beta	se	p	trait	SNP	full_gls_beta	full_gls_p	delta_neglogp
"line_879"	-87.00371701577	19.4476990418593	7.68674882512177e-06	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	0.155102190098421
"line_88"	-85.3190016486736	19.4204715727775	1.11668193215639e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.00708460909545838
"line_890"	-84.4706563319272	19.4731278444152	1.4391190807649e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.117251851136861
"line_897"	-85.1174907256361	19.4659336773274	1.22753901788669e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.0481904250202865
"line_900"	-86.2218031765639	19.4485001035151	9.27845976902907e-06	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	0.0733689912352586
"line_907"	-85.3300439014852	19.4211564783863	1.11455829406517e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.00625790780867686
"line_908"	-83.8163852312494	19.4527441671493	1.64203716680473e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.174538102721408
"line_91"	-84.6619159054023	19.4354712806244	1.32429566104619e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.0811400758784044
"line_911"	-84.9766580981459	19.4152111708135	1.20429784656659e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	-0.0398890295396299
"line_913"	-85.3801275195098	19.413613729248	1.09277496061076e-05	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	0.00231414503297867
"line_93"	-86.3909604851894	19.4807331186683	9.2206009728122e-06	"TotalSleep"	"3R_16911341"	-85.353889412602	1.09861337053109e-05	0.0760856521742284
"line_100"	-97.1361058149418	22.8998017422706	2.21746035676366e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.392432630070886
"line_101"	-100.442823069783	22.7001545936063	9.65478447883074e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0313193492968011
"line_105"	-97.1961917293389	22.8965386751047	2.18577027345459e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.386181280959561
"line_109"	-100.517250884735	22.7046034543043	9.54753080662443e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.026467834080373
"line_129"	-99.562584184742	22.7276420639456	1.18308147017886e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.119591418058945
"line_136"	-100.212480553549	22.7138298671296	1.02439630534182e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0570447691555023
"line_142"	-99.3769533082699	23.0554264156195	1.62996486679148e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.258755009182222
"line_149"	-102.242114425452	22.7064241360246	6.7069163864957e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.126900342157218
"line_161"	-100.59857772866	22.6964848583669	9.32151085335379e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0160630752872226
"line_176"	-100.241627651691	22.7089493977617	1.01388672604216e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0525662029557328
"line_181"	-102.541868123642	23.0445044307278	8.59775209187693e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0190383158001701
"line_189"	-100.921961654728	22.6953353157828	8.71527580969104e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0131420986380801
"line_195"	-100.2467745073	22.722993482301	1.0256748983667e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0575864927466654
"line_208"	-102.061790000073	22.7142272919161	7.01285711419699e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.107528243976624
"line_21"	-100.334149787247	22.7114418934523	9.97199248795157e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.045358708384085
"line_217"	-101.542309745874	22.7212088163132	7.85662863348422e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0581870088553655
"line_228"	-106.48658429291	22.9919710007776	3.63081637196758e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.393418949202011
"line_229"	-101.092532686667	22.7309118732629	8.69323563940509e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0142417824884387
"line_235"	-100.194916310294	22.7295331827015	1.04263163243468e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.064707662577792
"line_239"	-99.5859413247996	22.7227828978081	1.17245884143133e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.115674371681425
"line_26"	-100.664521009704	22.6951754095052	9.18575074155665e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00969142222724351
"line_280"	-101.218337244234	22.7106944080994	8.31697026684093e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0334580854034687
"line_287"	-100.222779964841	22.7059159505547	1.01501364388891e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0530486458198434
"line_301"	-99.9830694105948	22.7051298960575	1.0649600409613e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0739100783553974
"line_303"	-96.6476252317877	22.8602433633838	2.36029231395005e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.419542557866638
"line_304"	-102.036683862034	23.0409971655479	9.48978226177404e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0238330135883116
"line_306"	-100.932130235378	23.0915729786389	1.23706647026167e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.138969801552173
"line_307"	-99.8322909100339	22.7234487654317	1.11612074158012e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0942879446919305
"line_309"	-100.196681768956	22.7476494763036	1.05928005745155e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0715875618221951
"line_31"	-99.6732899524027	22.7352695292367	1.16475801773417e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.112812474354876
"line_310"	-101.801815723808	22.7085611293621	7.36110162838106e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0864804205850085
"line_313"	-100.826623205443	22.6953283790626	8.88717972533028e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00465927129812194
"line_317"	-101.10202294918	22.6983564373223	8.42238056724658e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0279883730614552
"line_318"	-101.31884701328	22.7001563681143	8.06863631683824e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0466230936318031
"line_319"	-100.101771873018	22.7054349612188	1.03986176781431e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0635523766791977
"line_32"	-101.053756182933	22.7067110433191	8.57138483791661e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0203722397996344
"line_320"	-109.109575917543	23.0581362354722	2.22390866720508e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.606306286873448
"line_321"	-101.053402146605	22.7171421788118	8.65394902568949e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0162089015396285
"line_324"	-100.556247432034	22.6958089643683	9.39674890393207e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0195543876841198
"line_332"	-108.979400638051	23.037448788733	2.23931651492615e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.60330775126181
"line_335"	-99.4209163877552	22.7016571163877	1.18975749724737e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.122035215895266
"line_336"	-101.067218462493	22.6960002664766	8.46452237096516e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0258207771591827
"line_338"	-100.094664250012	22.7137038043095	1.04910798362967e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0673969577011473
"line_348"	-100.506745494767	22.6965896738865	9.4989646564696e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0242530374766652
"line_350"	-101.099504725008	22.6981131645803	8.42486177480051e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0278604500773794
"line_352"	-98.72604487118	22.7178826560771	1.38805976035643e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.188984929983012
"line_354"	-100.96176253519	22.7134452760131	8.78828990182524e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00951885960666488
"line_355"	-100.23585655193	22.7071286998567	1.0134192337794e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0523659082615211
"line_356"	-101.198415673371	22.7042741173471	8.30213493701211e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0342334464730563
"line_357"	-100.922306618604	22.7220589904394	8.92922609530695e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.002609414492035
"line_358"	-100.610268899501	22.6971795499271	9.30511588330618e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0152985517949045
"line_359"	-100.816815322146	22.6960916909745	8.91123949376563e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0034851185935052
"line_360"	-101.366754732527	22.7022633405841	8.00498277399062e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0500628325940502
"line_361"	-100.276601726823	22.7273302389019	1.02344760552881e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0566423799684541
"line_362"	-100.196185455354	22.70507105297	1.01974828639957e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0550697499073758
"line_365"	-102.174200180875	22.7815011640621	7.29264324002257e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0905382661212295
"line_370"	-100.360276068471	22.7087960113056	9.89546787914517e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0420130991238832
"line_371"	-97.755159083136	22.9888858218675	2.11605891565888e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.37210452094221
"line_373"	-99.8869125570678	22.7398772308721	1.12009252555023e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0958306648794061
"line_374"	-100.717913989986	22.69515734814	9.08579968972026e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00493992361408324
"line_375"	-100.14632148878	22.7137873544894	1.0382300025547e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0628703405884306
"line_377"	-102.867376919072	22.7167729881441	5.94723381272371e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.179108221367433
"line_379"	-100.444765710086	22.7163742585476	9.79318782170512e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0375008495506854
"line_38"	-95.9076487142173	22.9825869421498	3.00539519162963e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.524478352953033
"line_380"	-100.698117538467	22.7089651638497	9.23765824385131e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0121386567737387
"line_381"	-100.883863799706	22.7036036160757	8.84998851227853e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00648052732482185
"line_382"	-99.7582869302707	22.7098054281808	1.11930590067566e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.095525558961314
"line_383"	-100.606489780794	22.6956380894831	9.29930862496494e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0150274270059185
"line_385"	-106.217222958228	23.2310305600028	4.82599686244643e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.269836199064915
"line_386"	-100.781690336945	22.6948894456447	8.965764095907e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.000835926613897975
"line_390"	-100.75557348878	22.6949100109355	9.01400511783705e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00149456602489551
"line_391"	-101.872766210297	22.9956474681658	9.41941810188003e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0206008401670559
"line_392"	-101.145314234047	22.7321958857255	8.60984870216872e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0184277144702421
"line_395"	-99.5760704073244	22.8080420992677	1.26640034117909e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.149147784569604
"line_397"	-101.678069489587	22.7212487722089	7.64037385555532e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0703086244770779
"line_399"	-103.06545383762	22.7543791336408	5.91296624628729e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.181617834417803
"line_40"	-100.990635256811	22.7056821105504	8.67488709396967e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0151594032492381
"line_405"	-101.048181688615	22.6986479708475	8.51824606809347e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0230730528262662
"line_406"	-100.876917455767	22.6965265794748	8.80567088920779e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00866078455971753
"line_409"	-100.568659300167	22.7000624375434	9.4091077029456e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0201252054989549
"line_41"	-100.69020852353	22.7098745916314	9.26022911504687e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0131984977692623
"line_426"	-100.33046829889	22.708800242572	9.95577915533185e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0446520199926548
"line_427"	-102.29662144056	22.7191888484422	6.71104417624783e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.126633136666491
"line_437"	-100.940709069729	22.6978053111705	8.70141479700355e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0138333622920799
"line_439"	-105.178804453552	22.9947771611359	4.78430904542026e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.273604008878563
"line_440"	-101.715200580539	22.7157569450631	7.5438220796603e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0758317972321274
"line_441"	-100.386255792894	22.708462358409	9.84026108816732e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0395833872787454
"line_443"	-98.5117470323338	23.1470617903813	2.08203053087555e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.365063859423929
"line_45"	-100.046100746759	22.7183172651545	1.06388826863984e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0734727857194715
"line_461"	-100.002449178838	22.7097478199502	1.0651666914777e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0739943429936174
"line_48"	-100.721464863062	22.7295738583093	9.36684964735434e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0181703148902361
"line_486"	-101.774749472131	22.709013000629	7.40543682715522e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0838725527903419
"line_491"	-99.8876523161838	22.7215939429028	1.10185188235639e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0886999836415718
"line_492"	-100.236582119481	22.6978831328117	1.00488180932921e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0486917502804714
"line_502"	-100.823427273967	22.7015491734553	8.94346636196567e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.001917356420293
"line_505"	-100.051720723001	22.7135039717358	1.05811043469307e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0711077629721792
"line_509"	-101.691221599665	22.7161171815371	7.58372227251574e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0735408141929028
"line_513"	-101.666609201953	22.7088242594177	7.57116902296549e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0742602925646336
"line_517"	-99.8166983391938	22.7243810311162	1.12057927732723e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0960193525880317
"line_528"	-100.948047846336	22.7028435008251	8.72832748651919e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0124922016887439
"line_531"	-99.6984855759413	22.7102445714977	1.13338911738026e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.100955804012475
"line_535"	-101.851371696236	22.7095388288387	7.29276378613937e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0905310873687615
"line_551"	-100.657051885425	22.6988400070321	9.23042262973538e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0117983520646536
"line_555"	-100.833674431892	22.6950688475131	8.87225527834363e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00538920516102071
"line_559"	-100.625651873679	22.7257012195722	9.51837347857349e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0251395072030478
"line_563"	-98.2044780041305	23.0613297416392	2.05890837612361e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.360213786138681
"line_566"	-94.5021967449427	23.0815284493267	4.23485745774201e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.673415562585288
"line_57"	-100.487476975144	22.718808362772	9.7296351280718e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.034673319769662
"line_584"	-100.65553359789	22.6953390291283	9.2040186402369e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0105542552555109
"line_589"	-100.256370721631	22.7176057681428	1.01873860019771e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.054639527682582
"line_59"	-101.191748535997	22.7215992985362	8.44625475835567e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0267590576863377
"line_595"	-94.5237019579814	23.164249015817	4.49223735690065e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.699039460779541
"line_596"	-99.9091383894075	22.9893309976098	1.38711120357693e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.188688045216987
"line_627"	-100.772243422936	22.6949250798325	8.98341545247356e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-1.82505038370806e-05
"line_630"	-100.598256848169	22.6981607753289	9.3362859655459e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0167509111660404
"line_634"	-98.2326844413221	23.0746470016485	2.07031351369436e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.362612882646654
"line_639"	-101.129147650672	22.7108662605709	8.47194109065659e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.025440307028787
"line_69"	-101.011046899307	22.7196011094991	8.748931579034e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0114682141406108
"line_703"	-103.040414157271	22.7163242986826	5.73411417183756e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.194956898361688
"line_705"	-100.124478366563	22.7058454487787	1.03545254665908e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0617069662899263
"line_707"	-100.619107824877	22.6952186985284	9.27182425672909e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0137419568890449
"line_712"	-101.063921261957	22.7034812470856	8.5283476308821e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.022558339615089
"line_714"	-100.512810406932	22.6952389847879	9.47562107176262e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0231844507590422
"line_716"	-100.516642730916	22.7047164234916	9.54969085875009e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0265660786040254
"line_721"	-101.875465871227	22.7080215421171	7.24636624030498e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0933029542543151
"line_73"	-100.135445613635	22.7041244622167	1.03155186933771e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0600678361224292
"line_730"	-97.4301149749267	22.9938218795443	2.26294158511604e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.40125010906675
"line_732"	-101.206302004856	22.7302992910025	8.48824262033307e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0246054497317356
"line_737"	-101.494980258698	22.7092766946377	7.84693766279303e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0587230317625629
"line_738"	-101.623175155994	22.7043926061268	7.60809294349458e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0721474248111758
"line_748"	-100.762863619773	22.6960948207515	9.01025971349947e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00131407506174686
"line_75"	-103.208095227474	23.0306814160564	7.41791316801436e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0831414889929274
"line_757"	-101.319291546698	22.7365744647771	8.34154841922804e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0321765592481649
"line_761"	-108.274358873942	23.0578883971169	2.65614513547062e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.529171432487495
"line_765"	-94.9975045270486	23.0230810049101	3.6882969914147e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.61340265004094
"line_774"	-100.741907860191	22.7585451318084	9.57508324862159e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0277193242551075
"line_776"	-100.759856582702	22.69487897631	9.00585031201839e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00110148990687708
"line_783"	-100.969386452897	22.7021589507175	8.68481345947314e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0146627395861669
"line_786"	-100.978930096214	22.6953078952333	8.61382996907368e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0182269394428394
"line_787"	-101.080371380418	22.7103189397703	8.55284693072002e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0213125347051584
"line_790"	-99.8010987484305	22.7320204850039	1.13178144646519e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.100339335888168
"line_796"	-100.744041614322	22.6949007281337	9.03523394920252e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00251616793690435
"line_799"	-98.5089312727978	22.993449187222	1.83383670896904e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.309937427716808
"line_801"	-99.6348603118511	22.7112763591221	1.14913373381136e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.106947339637284
"line_802"	-100.796505417444	22.6961541177246	8.94889107114659e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00165401254912378
"line_805"	-103.16068343141	22.9355017527411	6.86407648514824e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.116841120155809
"line_808"	-100.746324041646	22.7150821163433	9.19794835115191e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0102677322821751
"line_810"	-101.201957490613	22.7001218757037	8.26461131114993e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0362008009887518
"line_812"	-100.930749366669	22.7146339911548	8.85384486834697e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00629132602008031
"line_818"	-100.895398863709	22.7071029310838	8.8572664581755e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.00612352428556928
"line_819"	-100.403841984763	22.7134533192881	9.84924186441686e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0399795681115736
"line_820"	-100.760858439764	22.6948789119078	9.00400272552165e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00101238350256505
"line_821"	-100.013660039945	22.7372288928001	1.08914231043461e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0836613953293046
"line_822"	-98.3380515801348	22.8031603399346	1.61437375361256e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.254580853930368
"line_83"	-100.270212916799	22.7209269298839	1.0189073914084e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0547114784452436
"line_832"	-97.2944450864818	23.1686132422017	2.67614484954717e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.47408638215392
"line_837"	-100.72198958907	22.694956048855	9.07656470205175e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.00449827356852595
"line_843"	-101.120740898198	22.7123708889994	8.49823359180446e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.024094569873542
"line_85"	-100.942261988165	22.7027573315244	8.73799730438176e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0120113278909582
"line_850"	-100.702584207647	22.7023929267727	9.1743935396442e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.0091541311608978
"line_852"	-101.204771076319	22.7443096698631	8.60005951142409e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0189217777654598
"line_855"	-100.933282999375	22.7041179942806	8.76494833535044e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0106738737820589
"line_857"	-94.8326122895084	22.9637746670435	3.63297994009466e-05	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.606839765576386
"line_859"	-102.175119373506	22.7026615655193	6.77686469864478e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.122394419330314
"line_861"	-101.064435024289	22.6953323088203	8.4641904125593e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	0.0258378094883094
"line_879"	-100.30114638076	22.6986614338445	9.92443462769229e-06	"TotalSleep"	"X_2509888"	-100.770056909823	8.98303794730102e-06	-0.043282541090643
